instrument,outcome,n_snp,mean_F,ivw_beta,ivw_se,ivw_or,or_lo,or_hi,ivw_p,ivw_re_p,wm_or,egger_or,egger_int,egger_int_p,Q,Q_p,I2_pct
eosinophil_free_index,ALLERG_ASTHMA,73,1228.916074418391,0.3501117951657741,0.1755980406098246,1.4192262023532933,0.5709100368085679,3.5280567577786948,0.04617116265011734,0.45111301980403096,1.7414380009547215,1.4687909426591357,0.0020387180634600104,0.3709996941476341,504.0459272022059,4.452502278321885e-66,85.715587387116
eosinophil_only,ALLERG_ASTHMA,15,954.9607193707361,0.9508045632994347,0.07911539686509463,2.5877908635287223,1.6330156438815626,4.100794489295423,2.859925245998847e-33,5.166950847238975e-05,2.3390199020547797,2.58570997322188,-0.003307738171329018,0.39799812555654535,123.40124498397998,1.3545240533382836e-19,88.65489566023625
full_index,ALLERG_ASTHMA,88,1182.2191388989045,0.8494433689845724,0.07213222412156442,2.338344894311672,1.5949374275175427,3.428257905555561,5.177610779150447e-32,1.3523103481447485e-05,2.3390199020547797,2.350322452100154,0.0016787672619453687,0.38724013281849246,637.1746914734723,1.33437489190969e-84,86.3459736922677
eosinophil_free_index,ALLERG_RHINITIS,73,1228.916074418391,-0.2221530162544293,0.16079721645539238,0.8007928206413214,0.3926106845011602,1.633346128634939,0.16710299512553994,0.5412840749898249,1.0716318994380531,0.834372461625361,0.0024277309916380875,0.2455404301908739,368.2806501848345,2.4307143932469967e-41,80.44969238436386
eosinophil_only,ALLERG_RHINITIS,15,954.9607193707361,0.636525498505439,0.07273242893554074,1.8899029877199174,1.5595007986617275,2.2903055298578385,2.1033926011180294e-18,8.444413286518486e-11,1.6509079891328677,1.8904224055554089,0.0009722822213890618,0.7868891159195397,25.43808809231275,0.030480901992079038,44.96441733673089
full_index,ALLERG_RHINITIS,88,1182.2191388989045,0.4906816985776417,0.06626851121378051,1.633429346966227,1.22898166355414,2.1709774121564656,1.3169781964180848e-13,0.0007235581664998502,1.6509079891328677,1.651082697182345,0.003458151956431314,0.05227191707865982,417.39223360544605,1.1991522979585242e-44,79.15629640530408
eosinophil_free_index,L12_ATOPIC,73,1228.916074418391,0.70413829781359,0.1174394434553294,2.0221034829773203,1.225354109567619,3.3369149896692543,2.025404135354258e-09,0.0058653345229091455,3.3748350957946585,1.9109948182330976,-0.0033707608435173068,0.026957615455034865,340.96441836271737,1.4257266293495307e-36,78.88342709021136
eosinophil_only,L12_ATOPIC,15,954.9607193707361,0.6152111843223403,0.053025806756038824,1.85004725928302,1.2836462227414442,2.6663692853556724,4.0204685915735565e-31,0.0009702250588567863,1.5844124583224497,1.8508571589576404,0.0020313559014763626,0.4382573380523145,173.15364510626384,1.5777626930203863e-29,91.91469518795967
full_index,L12_ATOPIC,88,1182.2191388989045,0.6302703996273565,0.04832791489100902,1.8781183531131327,1.4916752606416226,2.364675905922819,7.100881828059645e-39,8.214157708891843e-08,1.5844124583224497,1.8662545604586238,-0.0020995631994047757,0.10598113138740761,514.594343056316,6.540443271296561e-62,83.0934791309047
