tissue,cell_type,gene,n_cells,n_donors,age_range,frac_detected,slope_per_year,se,p,q
Blood,"CD8-positive, alpha-beta T cell",CDKN2A,2147,9,36.0,0.05775500698649278,-0.00026305552163221235,0.0007402167486993906,0.7223076688179264,0.8155086583428202
Blood,"CD8-positive, alpha-beta T cell",IL4R,2147,9,36.0,0.239869585468095,0.0036397662398318124,0.0013527693388225167,0.007132285642325821,0.038404614997139035
Blood,classical monocyte,STAT6,4939,9,36.0,0.7363838833772018,-0.004746562235471208,0.0012524575183518714,0.00015076924069757738,0.0011104284531143498
Blood,classical monocyte,IL18,4939,9,36.0,0.49605183235472766,-0.0007194188700262805,0.0007457130674818443,0.33467529324821055,0.5621442236513435
Blood,classical monocyte,TNFSF14,4939,9,36.0,0.07511642032800162,-0.0006209039668406658,0.00027963250017986875,0.026389695687613273,0.10262659434071829
Blood,classical monocyte,CDKN2A,4939,9,36.0,0.06539785381656206,-0.00012423492929519654,0.0002287639190194498,0.5870812827714702,0.7651606775684663
Blood,classical monocyte,IL4R,4939,9,36.0,0.4909900789633529,-0.0019449015628831092,0.000974030639560706,0.04585169111386263,0.1374837166645399
Blood,classical monocyte,CXCL8,4939,9,36.0,0.28487548086657216,0.010179447443137863,0.005029597620010229,0.04297952487734437,0.1374837166645399
Blood,classical monocyte,IL1B,4939,9,36.0,0.10042518728487548,0.00413766806600431,0.0016302517853343263,0.011147058748103589,0.05201960749115008
Blood,intermediate monocyte,STAT6,464,5,24.0,0.9051724137931034,-0.010065053596486465,0.0026647210819329154,0.00015863263615919284,0.0011104284531143498
Blood,intermediate monocyte,IL18,464,5,24.0,0.6271551724137931,0.012829689267825056,0.004893746615241291,0.008750532636411566,0.04375266318205783
Blood,intermediate monocyte,TNFSF14,464,5,24.0,0.07543103448275862,-0.0021704830712338677,0.0002479182694502952,2.0440574139551706e-18,1.4308401897686194e-16
Blood,intermediate monocyte,CDKN2A,464,5,24.0,0.07112068965517242,-0.0006404590522986767,0.0008221041618343812,0.4359511180859533,0.6534527559939537
Blood,intermediate monocyte,TNF,464,5,24.0,0.06465517241379311,0.002307268091009451,0.0021652577152122495,0.2866108758820387,0.5621442236513435
Blood,intermediate monocyte,IL4R,464,5,24.0,0.5754310344827587,4.596192604826993e-07,0.005090272263421602,0.999927956091087,0.999927956091087
Blood,intermediate monocyte,CXCL8,464,5,24.0,0.21551724137931033,-0.0026988530793538943,0.008417760246030895,0.7485028101460172,0.8316697890511302
Blood,intermediate monocyte,IL1B,464,5,24.0,0.12931034482758622,0.013297274380725655,0.009174272134237155,0.14722334259604136,0.33243980586202887
Blood,macrophage,STAT6,574,8,36.0,0.5853658536585366,-0.007794687158290256,0.0015669257039110285,6.541297929599083e-07,9.157817101438716e-06
Blood,macrophage,IL18,574,8,36.0,0.2804878048780488,-0.003140852451830072,0.002137059018601717,0.14164089114896075,0.3304954126809084
Blood,macrophage,CDKN2A,574,8,36.0,0.05749128919860627,-0.0012977560110801838,0.00034011956881612945,0.00013585924359460483,0.0011104284531143498
Blood,macrophage,IL4R,574,8,36.0,0.3588850174216028,0.0034797006916472287,0.0077069297079233575,0.6516271748192161,0.7902039298829434
Blood,macrophage,CXCL8,574,8,36.0,0.15853658536585366,-0.0025320067936139487,0.006554484075247047,0.6992734164331321,0.8024449041035943
Blood,macrophage,IL1B,574,8,36.0,0.08013937282229965,-0.0002373410533273224,0.0029869604885479663,0.9366674991500206,0.95024239044205
Blood,monocyte,STAT6,4499,8,36.0,0.6110246721493665,-0.00421855635175183,0.008966556675855903,0.6380144487013053,0.7902039298829434
Blood,monocyte,IL18,4499,8,36.0,0.3656368081795955,0.005028383425378068,0.001182689104646075,2.1219867047312526e-05,0.00024756511555197944
Blood,monocyte,IL4R,4499,8,36.0,0.39497666148032895,-0.007831455373900925,0.008156980218088136,0.33700867243024535,0.5621442236513435
Blood,monocyte,CXCL8,4499,8,36.0,0.13358524116470327,-0.0036141864145900404,0.00808205595557415,0.6547403990458674,0.7902039298829434
Blood,monocyte,IL1B,4499,8,36.0,0.0717937319404312,-0.0021970996432943203,0.002837489593024719,0.43874685045308315,0.6534527559939537
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",GATA3,230,5,36.0,0.2391304347826087,-0.00573288675829337,0.0026552569499730867,0.030844703503358366,0.10795646226175429
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",STAT6,230,5,36.0,0.32608695652173914,0.0017726350781079633,0.001021502746181775,0.08268397956511478,0.19958201963993222
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",IL4R,230,5,36.0,0.45652173913043476,0.002412686833457167,0.0013513142144783417,0.07419040928349548,0.18547602320873868
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",IL2RA,230,5,36.0,0.2782608695652174,0.005488019343580505,0.0008791752375519875,4.3135936608063176e-10,1.0065051875214742e-08
Blood,natural killer cell,GATA3,1408,9,36.0,0.2897727272727273,-0.00027122781253797253,0.0017354599078271192,0.8758077158440544,0.9150229867027434
Blood,natural killer cell,STAT6,1408,9,36.0,0.3309659090909091,0.00026860499783044217,0.00047663640124491653,0.5730653447007643,0.7651606775684663
Blood,natural killer cell,IL18,1408,9,36.0,0.13636363636363635,0.002304158822129686,0.000939285119290855,0.014163158996692593,0.05831888998638127
Blood,natural killer cell,TNFSF14,1408,9,36.0,0.08522727272727272,-0.0007593983500733105,0.0007892907539090038,0.33598555525401075,0.5621442236513435
Blood,natural killer cell,IL4R,1408,9,36.0,0.18039772727272727,0.002660460856208351,0.0013644133953195703,0.05118881007037838,0.13781602711255717
Blood,neutrophil,STAT6,15117,9,36.0,0.417013957795859,-0.0026084968355867596,0.0029236226032014925,0.37227827290564497,0.6060343977533755
Blood,neutrophil,IL1RL1,15117,9,36.0,0.0711119931203281,-0.0014903732225149888,0.0015532155697659544,0.3372865341908061,0.5621442236513435
Blood,neutrophil,IL18,15117,9,36.0,0.05543427928821856,0.0010270452547793013,0.0016995126138639762,0.545632557766827,0.7638855808735577
Blood,neutrophil,TNFSF14,15117,9,36.0,0.170536482106238,0.004359549465887914,0.0042556690016355946,0.3056417068014061,0.5621442236513435
Blood,neutrophil,IL4R,15117,9,36.0,0.6880994906396772,-0.0030377814791470135,0.011990275258264658,0.7999948460964356,0.8484793822234923
Blood,neutrophil,CXCL8,15117,9,36.0,0.19587219686445723,-0.06181372120992068,0.030952025864192562,0.04581631984359666,0.1374837166645399
Blood,neutrophil,IL1B,15117,9,36.0,0.05669114242243831,-0.000680428257750075,0.002522329858993981,0.7873435082744524,0.8479083935263334
Blood,non-classical monocyte,STAT6,158,7,36.0,0.8227848101265823,-0.01765785805763615,0.0059014721719645846,0.002770557744196004,0.01616158684114336
Blood,non-classical monocyte,IL18,158,7,36.0,0.36075949367088606,-0.0048985703090215806,0.005799804895436514,0.3983289035158547,0.6283931271394081
Blood,non-classical monocyte,CDKN2A,158,7,36.0,0.08860759493670886,0.001989010940768338,0.0010108248548800196,0.04910132738019282,0.1374837166645399
Blood,non-classical monocyte,TNF,158,7,36.0,0.22784810126582278,0.005065947662398232,0.0025531778119328467,0.04723650571134215,0.1374837166645399
Blood,non-classical monocyte,IL4R,158,7,36.0,0.2721518987341772,0.0009082057256355794,0.0032720761088857317,0.7813481984013589,0.8479083935263334
Blood,non-classical monocyte,IL1B,158,7,36.0,0.13291139240506328,0.002554766961539039,0.003391640414477014,0.4512972505253804,0.6581418236828463
Blood,plasma cell,STAT6,374,9,36.0,0.19518716577540107,-0.0013939118750537103,0.0006440504755817764,0.03044211505186651,0.10795646226175429
Blood,plasma cell,IL18,374,9,36.0,0.07219251336898395,-0.0009692859524629517,0.000868572315384911,0.2644422182164653,0.560938038640987
Blood,plasma cell,CDKN2A,374,9,36.0,0.46524064171123,0.005296915774131044,0.0008646796090173622,9.018883498599535e-10,1.5783046122549188e-08
Blood,plasma cell,IL4R,374,9,36.0,0.08021390374331551,-0.0008990173092951459,0.0022335064931989293,0.6873058936761383,0.8024449041035943
Blood,plasma cell,IL5RA,374,9,36.0,0.06417112299465241,0.00028489361447162314,0.0005285729622030202,0.5898962694603718,0.7651606775684663
Blood,plasma cell,CXCL8,374,9,36.0,0.0748663101604278,-0.002516355836733153,0.00470236592761181,0.5925630899442442,0.7651606775684663
Blood,platelet,STAT6,206,7,36.0,0.07281553398058252,-0.0017729412601119564,0.0021244092551055602,0.40396701030390525,0.6283931271394081
Lung,B cell,STAT6,397,4,2.0,0.23425692695214106,0.014808638017211578,0.050790753151929956,0.7706217673411644,0.8628793028679235
Lung,B cell,CDKN2A,397,4,2.0,0.0654911838790932,0.015028801390482816,0.012649813588872839,0.23480778322971263,0.35993552303212706
Lung,B cell,TNF,397,4,2.0,0.08564231738035265,-0.0692988749431582,0.03917993324817825,0.07693829726385219,0.1456332055351488
Lung,B cell,IL4R,397,4,2.0,0.29974811083123426,0.10791647232697749,0.09560068698351902,0.258971545780069,0.38539380178659555
Lung,B cell,IL2RA,397,4,2.0,0.12594458438287154,0.0023450209566909293,0.03619726623189126,0.9483456011531687,0.9604264368366485
Lung,"CD4-positive, alpha-beta T cell",GATA3,1320,4,2.0,0.2515151515151515,0.0036154878436148903,0.02473324806132225,0.8837798795672124,0.9193913109090632
Lung,"CD4-positive, alpha-beta T cell",STAT6,1320,4,2.0,0.12348484848484849,-0.008415336351582063,0.015912581197010608,0.5969109138990893,0.7300679639227323
Lung,"CD4-positive, alpha-beta T cell",CDKN2A,1320,4,2.0,0.05,0.02224350786933113,0.010809463060273824,0.03961115929091009,0.08179447178252862
Lung,"CD4-positive, alpha-beta T cell",TNF,1320,4,2.0,0.09318181818181819,-0.09055398306931521,0.04430725806871071,0.040975965794413934,0.0835279302732284
Lung,"CD4-positive, alpha-beta T cell",IL4R,1320,4,2.0,0.22272727272727272,-0.08177530019787269,0.034014096068955606,0.016209714741109466,0.039050676421763714
Lung,"CD4-positive, alpha-beta T cell",IL5RA,1320,4,2.0,0.059848484848484845,-0.026987408360778353,0.030684215541366435,0.3791189150931733,0.5246271739958283
Lung,"CD4-positive, alpha-beta T cell",IL2RA,1320,4,2.0,0.19772727272727272,-0.049411150704213064,0.06137860406843706,0.42080675793854694,0.5575689542685747
Lung,"CD8-positive, alpha-beta T cell",GATA3,1126,4,2.0,0.22380106571936056,-0.02807417189891291,0.027972204454284295,0.3155496051110708,0.4602971303913785
Lung,"CD8-positive, alpha-beta T cell",STAT6,1126,4,2.0,0.12788632326820604,-0.01698830807890871,0.005834604628068414,0.003595288843929233,0.009688998748894034
Lung,"CD8-positive, alpha-beta T cell",TNFSF14,1126,4,2.0,0.07104795737122557,-0.04327330090658854,0.00950773515895863,5.329558438769945e-06,2.3538883104567257e-05
Lung,"CD8-positive, alpha-beta T cell",CDKN2A,1126,4,2.0,0.0941385435168739,0.05326936755661344,0.007910868230072003,1.654086290452531e-11,1.1954532735543293e-10
Lung,"CD8-positive, alpha-beta T cell",TNF,1126,4,2.0,0.08880994671403197,-0.06751849432111567,0.0058317476569176825,5.343239533417298e-31,1.4159584763555842e-29
Lung,"CD8-positive, alpha-beta T cell",IL4R,1126,4,2.0,0.16518650088809947,-0.02970274516511445,0.007747311497807836,0.00012610574081959165,0.00046629797186779236
Lung,"CD8-positive, alpha-beta T cell",IL2RA,1126,4,2.0,0.0541740674955595,-0.0008326252606625463,0.006046778811895095,0.890479634465382,0.9193913109090632
Lung,adventitial cell,IL33,332,4,2.0,0.3825301204819277,0.03460904527057948,0.04368374910685374,0.4282069786659619,0.558073029572852
Lung,adventitial cell,STAT6,332,4,2.0,0.6024096385542169,0.0678276509553289,0.04844699078358701,0.16150179811258658,0.2758061919011002
Lung,adventitial cell,IL18,332,4,2.0,0.1566265060240964,-0.012838540675064838,0.06414842371004173,0.8413726127602803,0.891854969525897
Lung,adventitial cell,TNFSF14,332,4,2.0,0.20783132530120482,0.10211369259378152,0.02270833096561919,6.899996220801264e-06,2.9651335111010838e-05
Lung,adventitial cell,IL6,332,4,2.0,0.3102409638554217,0.14572789155783172,0.024686779568333032,3.567897037259425e-09,2.4665027344532545e-08
Lung,adventitial cell,IL4R,332,4,2.0,0.24096385542168675,-0.02145441145244767,0.031077860188127807,0.48997794192896027,0.6183054981484499
Lung,alveolar adventitial fibroblast,IL33,683,4,2.0,0.1903367496339678,0.06788059126151591,0.047643601433958946,0.15422723383282,0.2694739580155866
Lung,alveolar adventitial fibroblast,STAT6,683,4,2.0,0.3645680819912152,0.008123784522380993,0.039042061501548674,0.835168255666538,0.8912198164495271
Lung,alveolar adventitial fibroblast,IL1RL1,683,4,2.0,0.07759882869692533,-0.01950849454140012,0.07306777416079824,0.7894754957631739,0.8697019129879553
Lung,alveolar adventitial fibroblast,IL18,683,4,2.0,0.08052708638360176,0.060163062153740954,0.007096528665862982,2.2946106263942208e-17,2.432287263977874e-16
Lung,alveolar adventitial fibroblast,TNFSF14,683,4,2.0,0.06588579795021962,-0.008271493749954454,0.022969648525946858,0.718768338155114,0.8281461287439357
Lung,alveolar adventitial fibroblast,IL6,683,4,2.0,0.21815519765739386,-0.17329419222610734,0.14605638687394437,0.23542952449900134,0.35993552303212706
