drug,pt,a,b,c,d,n_drug_reports,n_pt_reports,ror,ror_lower,ror_upper,signal_ror_gt2
sirolimus,wheezing,0,393,9011,1144613,393,9011,0.16139387332337807,0.010075948940713121,2.5851641864790036,False
everolimus,hypersensitivity,1,61,24910,1129045,62,24911,1.105465370905892,0.218818153185657,5.584791154119857,False
everolimus,anaphylaxis,0,62,9696,1144259,62,9696,0.9440598153973083,0.058392871228985746,15.26297502229332,False
everolimus,urticaria,0,62,35617,1118338,62,35617,0.251188544956833,0.015537553604200609,4.060850679895507,False
everolimus,angioedema,1,61,4672,1149283,62,4673,5.999209176682457,1.1872513668632345,30.31414555510631,True
everolimus,pruritus,1,61,50375,1103580,62,50376,0.5343192139229508,0.10576681769782084,2.699306158410799,False
everolimus,rash,4,58,68995,1084960,62,68999,1.2096223666760875,0.4636831340421044,3.155573628930388,False
everolimus,eczema,0,62,3161,1150794,62,3161,2.912021508777479,0.18009058195275884,47.08668924067942,False
everolimus,allergic_rhinitis,0,62,2766,1151189,62,2766,3.3289412615217784,0.20586808227794895,53.829859393649265,False
everolimus,asthma,0,62,15499,1138456,62,15499,0.5876094067550566,0.03634633545131013,9.499852202970393,False
everolimus,bronchospasm,0,62,1993,1151962,62,1993,4.622874341610233,0.2858597211668679,74.76033031545266,False
everolimus,wheezing,0,62,9011,1144944,62,9011,1.0164296731953615,0.06286881926501667,16.433095016417994,False
temsirolimus,hypersensitivity,2,29,24909,1129077,31,24911,3.841286814199606,1.05619793616702,13.970377979048076,True
temsirolimus,anaphylaxis,2,29,9694,1144292,31,9696,10.002985267725627,2.7501571402503777,36.38327163269893,True
temsirolimus,urticaria,0,31,35617,1118369,31,35617,0.49840378536946234,0.030496740097986908,8.145340533856157,False
temsirolimus,angioedema,0,31,4673,1149313,31,4673,3.9035137324428004,0.23882088315569291,63.80270962081606,False
temsirolimus,pruritus,0,31,50376,1103610,31,50376,0.3477341018952683,0.021277559934082427,5.68293573114183,False
temsirolimus,rash,0,31,68999,1084987,31,68999,0.24959635663336416,0.015272649171982643,4.079078917031271,False
temsirolimus,eczema,0,31,3161,1150825,31,3161,5.777976096337634,0.35347750098962655,94.44733448771561,False
temsirolimus,allergic_rhinitis,0,31,2766,1151220,31,2766,6.605220050548082,0.40407300926042805,107.97289330464346,False
temsirolimus,asthma,0,31,15499,1138487,31,15499,1.1659234271254013,0.07133969344566793,19.0549941030394,False
temsirolimus,bronchospasm,0,31,1993,1151993,31,1993,9.17261655937352,0.5610789091932625,149.95554665611655,False
temsirolimus,wheezing,0,31,9011,1144975,31,9011,2.0167801460039154,0.12339736878907216,32.96182242157967,False
fisetin,hypersensitivity,0,0,24911,1129106,0,24911,45.32470947152921,0.8992737761082595,2284.4314415226754,False
fisetin,anaphylaxis,0,0,9696,1144321,0,9696,118.0138709843758,2.341405070637162,5948.2547122557025,True
fisetin,urticaria,0,0,35617,1118400,0,35617,31.40030883694813,0.6230076587417563,1582.6119971735736,False
fisetin,angioedema,0,0,4673,1149344,0,4673,245.9279982882208,4.878967071643009,12396.185392102712,True
fisetin,pruritus,0,0,50376,1103641,0,50376,21.907863785693728,0.43467158006934803,1104.1773091673906,False
fisetin,rash,0,0,68999,1085018,0,68999,15.725019746519902,0.3119992500777772,792.553975584231,False
fisetin,eczema,0,0,3161,1150856,0,3161,364.022299541357,7.221478539671158,18349.737361320425,True
fisetin,allergic_rhinitis,0,0,2766,1151251,0,2766,416.1400686788361,8.25520876387389,20977.36855763806,True
fisetin,asthma,0,0,15499,1138518,0,15499,73.45517597341849,1.457384404522484,3702.292175312375,True
fisetin,bronchospasm,0,0,1993,1152024,0,1993,577.8903937797843,11.463155289931086,29133.10504624261,True
fisetin,wheezing,0,0,9011,1145006,0,9011,127.06058924707318,2.5208830349794864,6404.26117189718,True
quercetin,hypersensitivity,11,75,24900,1129031,86,24911,6.906354708960205,3.7131633476991284,12.845579604121864,True
quercetin,anaphylaxis,10,76,9686,1144245,86,9696,16.213627617980553,8.503660223995224,30.9139492418517,True
quercetin,urticaria,7,79,35610,1118321,86,35617,2.9626663007227303,1.4011960873783849,6.264213616140239,True
quercetin,angioedema,8,78,4665,1149266,86,4673,26.672997412228398,13.135673377059021,54.1615774487254,True
quercetin,pruritus,9,77,50367,1103564,86,50376,2.6857725395760514,1.369098660082661,5.268702939133165,True
quercetin,rash,7,79,68992,1084939,86,68999,1.483534920735847,0.7016637806453242,3.136653083359323,False
quercetin,eczema,1,85,3160,1150771,86,3161,6.387904978392826,1.2708914884139166,32.10764285147684,True
quercetin,allergic_rhinitis,0,86,2766,1151165,86,2766,2.4052542339238348,0.14920218678383962,38.774551864913725,False
quercetin,asthma,4,82,15495,1138436,86,15499,4.007391588760373,1.5514517704896227,10.351070946020622,True
quercetin,bronchospasm,0,86,1993,1151938,86,1993,3.3401575351104964,0.20717583360809852,53.85112812172758,False
quercetin,wheezing,1,85,9010,1144921,86,9011,2.229215038595323,0.44361693972669064,11.202006152788393,False
