exposure,outcome,n_snp,f_stat,b_ivw,se_ivw,se_re,p_ivw,p_ivw_re,or,lo,hi,Q,Q_p,b_egger,egger_int,egger_int_p,b_wm,or_wm
WBC,ALLERG_ASTHMA,175,67.4241708258096,0.09469059587615013,0.030784983249694992,0.058613210875684565,0.0020988957597581123,0.1061989395980192,1.0993186687717431,0.9800111817435723,1.2331507619739503,630.7575114309267,4.848563134017983e-53,0.09469039414569974,0.00021269701133160146,0.8567624206549243,0.05523228602486388,1.0567860628009655
WBC,ALLERG_RHINITIS,175,67.4241708258096,0.012360777032170287,0.028251281911078247,0.04356243262744374,0.661727187059623,0.7766030867010281,1.0124374871764168,0.929580759307526,1.1026795199630357,413.7111045806681,1.4380393785496788e-21,0.012358048023479166,0.0017217557414253176,0.11133676952439829,0.0035946322900053574,1.0036011007288863
WBC,L12_ATOPIC,175,67.4241708258096,-0.0004507677847296203,0.020600683625201826,0.03834887711066749,0.9825427173001785,0.9906215670162809,0.9995493337958046,0.9271735010350839,1.0775748763055204,602.9638664996635,1.1099072862886861e-48,-0.0004463619923029526,-0.0025235874331495226,0.0013468757597702892,-0.022695000523408684,0.9775605937787071
Eosinophil,ALLERG_ASTHMA,167,85.50005467411843,0.47743129109062554,0.028043455746033463,0.07276739436096892,5.387210220529215e-65,5.342636719665803e-11,1.6119285045595069,1.3976708857012365,1.8590309996389656,1117.6830796888746,9.281260793918224e-141,0.4770763630484842,-0.00017518649605220544,0.8856606071015486,0.22425552451753064,1.2513907395934292
Eosinophil,ALLERG_RHINITIS,167,85.50005467411843,0.26537164585702255,0.025743392500642864,0.05737568185935285,6.460751688542497e-25,3.7431132196812e-06,1.3039154805269464,1.1652262910648914,1.4591119282109757,824.578963643392,6.463906569463507e-88,0.27101806225656744,0.00276577492145091,0.01339816384128362,0.1712071734370844,1.1867365838525996
Eosinophil,L12_ATOPIC,167,85.50005467411843,0.2385223074679012,0.01874557682177216,0.05416923465983226,4.339437580268543e-37,1.0662640648720096e-05,1.2693720221962148,1.1415084705857337,1.411557927299226,1386.1680034651172,2.0866403627752386e-191,0.23870297449903086,8.869682812237197e-05,0.9132459163725848,0.07196238036837244,1.0746149166860797
