tissue,cell_type,score,n_cells,n_donors,age_range,slope_per_year,se,p,q
Blood,erythrocyte,t2_receptor_score,5484,8,36.0,0.00022939150543237544,4.967507819617042e-05,3.877572043445643e-06,2.8200523952331948e-05
Blood,intermediate monocyte,aging_sasp_score,464,5,24.0,0.005215032345246359,0.004992231937442695,0.29619427758467143,0.5641795763517552
Blood,intermediate monocyte,th2_score,464,5,24.0,-0.0015083371415575103,0.0013998790511337248,0.2812673286949863,0.5641795763517552
Blood,intermediate monocyte,alarmin_score,464,5,24.0,-0.0001930766510832918,2.2053721515835448e-05,2.0440574139511404e-18,8.176229655804561e-17
Blood,intermediate monocyte,treg_score,464,5,24.0,-8.665147915593133e-05,0.0003984711481559872,0.8278499873987418,0.9232326575758685
Blood,intermediate monocyte,targets_score,464,5,24.0,0.003960574343211608,0.0010922086856228867,0.00028761527221099394,0.0016435158412056797
Blood,intermediate monocyte,t2_receptor_score,464,5,24.0,-0.0030386974095632196,0.001618749293370549,0.06049227567806508,0.2000845640274676
Blood,macrophage,aging_sasp_score,574,8,36.0,-0.0014180597003088894,0.0019163270948464998,0.4593070711408539,0.7348913138253663
Blood,macrophage,th2_score,574,8,36.0,-0.0024356985817339943,0.00253541996125859,0.3367187770718726,0.6264535387383675
Blood,macrophage,alarmin_score,574,8,36.0,-0.00028512970110869195,0.00019435255484908192,0.1423557566562051,0.3548552215780809
Blood,macrophage,treg_score,574,8,36.0,0.001194317815410294,0.0006387480458816528,0.06151448481333987,0.2000845640274676
Blood,macrophage,targets_score,574,8,36.0,-0.0014635838488143824,0.002587478099397179,0.5716378112009661,0.7894918500223519
Blood,macrophage,t2_receptor_score,574,8,36.0,-0.003134544275311281,0.0029842157659779227,0.29354594451701765,0.5641795763517552
Blood,monocyte,aging_sasp_score,4499,8,36.0,0.004133930956093906,0.0026859825325487854,0.12378577031846386,0.3371849021161966
Blood,monocyte,th2_score,4499,8,36.0,-0.000577005987199283,0.0023761418584320624,0.8081346622504766,0.9232326575758685
Blood,monocyte,alarmin_score,4499,8,36.0,0.0015486149685937577,0.001095834956486878,0.15760202099296594,0.36023319084106503
Blood,monocyte,treg_score,4499,8,36.0,-7.675086026750595e-05,0.00010127124618983067,0.4485263229959153,0.7322878742790455
Blood,monocyte,targets_score,4499,8,36.0,0.006973873673926703,0.003788232154514443,0.06563168380036208,0.20194364246265256
Blood,monocyte,t2_receptor_score,4499,8,36.0,0.0012756708881451052,0.0007515843283758398,0.08963824570409748,0.2655948020862148
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",aging_sasp_score,230,5,36.0,0.00027147882680247524,0.0007541058947665175,0.7188464347504314,0.9232326575758685
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",th2_score,230,5,36.0,5.0017881781425674e-05,0.001360322639514445,0.9706690870286705,0.9706690870286705
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",treg_score,230,5,36.0,0.0015672916268651745,0.008627570684896498,0.8558489097864861,0.9232326575758685
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",targets_score,230,5,36.0,-0.0014191281827772842,0.0006903032615514044,0.03980141561281596,0.14696658905115137
Blood,"naive thymus-derived CD4-positive, alpha-beta T cell",t2_receptor_score,230,5,36.0,0.00036166082419710827,0.00024911205335586547,0.1465572851826555,0.3548552215780809
Blood,natural killer cell,aging_sasp_score,1408,9,36.0,-0.00043126951309259805,0.0004917174103798481,0.3804498067361548,0.6917269213384633
Blood,natural killer cell,th2_score,1408,9,36.0,-0.0008508314033936431,0.0001963972834152837,1.47629843488544e-05,9.841989565902935e-05
Blood,natural killer cell,alarmin_score,1408,9,36.0,0.0005006309531164157,0.0004724325271708663,0.2892866859339376,0.5641795763517552
Blood,natural killer cell,treg_score,1408,9,36.0,-0.0005601296144888145,0.001065467289084665,0.5990878846603678,0.8123225554716852
Blood,natural killer cell,targets_score,1408,9,36.0,0.002099000005227317,0.0014610235269072575,0.1508134691706844,0.3548552215780809
Blood,natural killer cell,t2_receptor_score,1408,9,36.0,0.0010560233225171882,0.00047249490131557096,0.02541773528215213,0.1016709411286085
Blood,neutrophil,aging_sasp_score,15117,9,36.0,-0.0038782375893542925,0.0025376573220026667,0.12644433829357374,0.3371849021161966
Blood,neutrophil,th2_score,15117,9,36.0,-0.001817550370960056,0.0031647730009807533,0.5657602691421529,0.7894918500223519
Blood,neutrophil,alarmin_score,15117,9,36.0,-0.000890555958864042,0.0011716807454360244,0.44721449122185986,0.7322878742790455
Blood,neutrophil,treg_score,15117,9,36.0,0.00037770540103670524,0.0004973191225964842,0.44756370147374935,0.7322878742790455
Blood,neutrophil,targets_score,15117,9,36.0,0.004325537589895271,0.005202710895808475,0.4057472919062618,0.7213285189444654
Blood,neutrophil,t2_receptor_score,15117,9,36.0,-0.0034583380604429133,0.005245809359068661,0.5097305638258832,0.7694046246428425
Blood,non-classical monocyte,aging_sasp_score,158,7,36.0,0.007967397112975226,0.003887533132739194,0.04041581198906663,0.14696658905115137
Blood,non-classical monocyte,th2_score,158,7,36.0,-0.004080312842666174,0.0010004340633427938,4.5318919200144584e-05,0.00027888565661627436
Blood,non-classical monocyte,treg_score,158,7,36.0,0.001566361576092809,0.0003015734869359443,2.058639135019657e-07,1.6469113080157256e-06
Blood,non-classical monocyte,targets_score,158,7,36.0,-0.0010292466927552418,0.00446424971142984,0.8176619923755026,0.9232326575758685
Blood,non-classical monocyte,t2_receptor_score,158,7,36.0,-0.001640690954367609,0.00030198437977707897,5.540430716461673e-08,4.924827303521487e-07
Blood,plasma cell,aging_sasp_score,374,9,36.0,0.004162205825658943,0.0005804362973238292,7.454835449403002e-13,1.9879561198408006e-11
Blood,plasma cell,th2_score,374,9,36.0,0.011144386111880676,0.0042529162968260575,0.008782400421387698,0.04132894315947152
Blood,plasma cell,alarmin_score,374,9,36.0,-0.02699805041293104,0.022889172979871242,0.23819442704023508,0.5014619516636528
Blood,plasma cell,treg_score,374,9,36.0,0.0018965088648193018,0.00034707616479363987,4.648836278517413e-08,4.6488362785174133e-07
Blood,plasma cell,targets_score,374,9,36.0,-0.0003013320750343579,0.002662509533173996,0.9098910535595723,0.9382054883629489
Blood,plasma cell,t2_receptor_score,374,9,36.0,-0.0006409135109185769,0.0010585760463511992,0.544880888475485,0.7894918500223519
Blood,platelet,aging_sasp_score,206,7,36.0,0.0007375009671502484,0.0057085179363197324,0.8972048782360762,0.9382054883629489
Blood,platelet,th2_score,206,7,36.0,-4.368670452200782e-05,0.0004734297767666934,0.926477919758412,0.9382054883629489
Blood,platelet,targets_score,206,7,36.0,-0.0005730015151307205,0.0014298922422640527,0.6886185105563843,0.918158014075179
Blood,platelet,t2_receptor_score,206,7,36.0,-3.3987887786802486e-05,0.00015602630579328598,0.8275581853254357,0.9232326575758685
Lung,B cell,aging_sasp_score,397,4,2.0,-0.01725864262188434,0.020113426766830044,0.3908561583823339,0.626448062626077
Lung,B cell,th2_score,397,4,2.0,0.01389792149409235,0.09340577758881816,0.8817187008861351,0.9357014784914088
Lung,B cell,alarmin_score,397,4,2.0,0.002365546786812291,0.001108830917095164,0.03289437322681166,0.09898161105770607
Lung,B cell,treg_score,397,4,2.0,0.027874800575004296,0.05449128793809788,0.6089687841064153,0.7902162451167261
Lung,B cell,targets_score,397,4,2.0,0.04337433991913429,0.009988295526779017,1.4085978808372958e-05,9.155886225442423e-05
Lung,B cell,t2_receptor_score,397,4,2.0,0.052152215724975116,0.07885971879837629,0.5084013739404547,0.7412206947169246
Lung,"CD4-positive, alpha-beta T cell",aging_sasp_score,1320,4,2.0,-0.009117859560674256,0.018859764695794774,0.6287722517158161,0.7937749693812468
Lung,"CD4-positive, alpha-beta T cell",th2_score,1320,4,2.0,-0.10562924350274572,0.09353031561086675,0.25874669261492667,0.45868731872646085
Lung,"CD4-positive, alpha-beta T cell",alarmin_score,1320,4,2.0,-0.00597014648670877,0.0016156408858788434,0.00021969755904970443,0.001142427307058463
Lung,"CD4-positive, alpha-beta T cell",treg_score,1320,4,2.0,-0.06976835113330876,0.1821389846498304,0.7016826383212666,0.8592609746154202
Lung,"CD4-positive, alpha-beta T cell",targets_score,1320,4,2.0,0.007379867028007663,0.021078235192027246,0.7262502325094661,0.8657323326986414
Lung,"CD4-positive, alpha-beta T cell",t2_receptor_score,1320,4,2.0,-0.05532085187796272,0.03798027554428483,0.14523568162669995,0.3103666621063725
Lung,"CD8-positive, alpha-beta T cell",aging_sasp_score,1126,4,2.0,-0.008062972193248261,0.0037952331041153295,0.03362836785934886,0.09898161105770607
Lung,"CD8-positive, alpha-beta T cell",th2_score,1126,4,2.0,-0.010515310576577114,0.05039289788270198,0.8347085788284161,0.9234033246352019
Lung,"CD8-positive, alpha-beta T cell",alarmin_score,1126,4,2.0,-0.0005338391255823381,0.00029351196457303943,0.06894217489975807,0.17631113580921737
Lung,"CD8-positive, alpha-beta T cell",treg_score,1126,4,2.0,0.1265433530510776,0.010065126732118606,2.99283700116636e-36,7.781376203032535e-35
Lung,"CD8-positive, alpha-beta T cell",targets_score,1126,4,2.0,-0.06215924902310107,0.01339630126943179,3.483574396365015e-06,3.196691799017308e-05
Lung,"CD8-positive, alpha-beta T cell",t2_receptor_score,1126,4,2.0,-0.020191456590027145,0.03450561984580192,0.558437252682823,0.7641772931449156
Lung,adventitial cell,aging_sasp_score,332,4,2.0,0.07326129898339942,0.004265806883772558,4.1519937428804885e-66,1.6192775597233906e-64
Lung,adventitial cell,th2_score,332,4,2.0,0.053602647687354475,0.025187139541742058,0.03332255378432152,0.09898161105770607
Lung,adventitial cell,alarmin_score,332,4,2.0,-0.04490988319021677,0.029551721350180086,0.12858526631630063,0.2865614506477557
Lung,adventitial cell,treg_score,332,4,2.0,-0.009638961981616071,0.008063739410538116,0.2319517129332962,0.4307674668761215
Lung,adventitial cell,targets_score,332,4,2.0,0.174562452080187,0.06418450283799809,0.0065341599272764565,0.02548322371637818
Lung,adventitial cell,t2_receptor_score,332,4,2.0,-0.014209944853410351,0.019902597142846062,0.4752430095408866,0.7060753284607458
Lung,alveolar adventitial fibroblast,aging_sasp_score,683,4,2.0,-0.08319041936544061,0.04995151227741399,0.0958283063562829,0.23493898497471077
Lung,alveolar adventitial fibroblast,th2_score,683,4,2.0,0.029945323603049637,0.006823502334131112,1.141056400130276e-05,7.739339061753176e-05
Lung,alveolar adventitial fibroblast,alarmin_score,683,4,2.0,0.02239343837013007,0.017189322331043044,0.1926591582378968,0.3885764670019254
Lung,alveolar adventitial fibroblast,treg_score,683,4,2.0,0.007722458302020545,0.013922143448542366,0.5791074763714481,0.7721433018285975
Lung,alveolar adventitial fibroblast,targets_score,683,4,2.0,0.024372688558749665,0.0556705764017448,0.6615298357601858,0.8255892350287118
Lung,alveolar adventitial fibroblast,t2_receptor_score,683,4,2.0,-0.025499364788242246,0.016495878358960273,0.1221523495207915,0.2800175984670594
Lung,basal cell,aging_sasp_score,2436,4,2.0,-0.05171392021593268,0.09530747714194804,0.5874046383834797,0.7765688439646002
Lung,basal cell,th2_score,2436,4,2.0,0.0065928905935500205,0.007029049398662799,0.3482705659391553,0.5779809392181726
Lung,basal cell,alarmin_score,2436,4,2.0,0.049920407534754685,0.04222805153931759,0.23714133651594338,0.43522409995867256
Lung,basal cell,treg_score,2436,4,2.0,0.05448668602790714,0.021532970456464948,0.011393772124193496,0.04039610116759512
Lung,basal cell,targets_score,2436,4,2.0,-0.06346418598832503,0.044909986105191084,0.15761398657771464,0.3322673230557227
Lung,basal cell,t2_receptor_score,2436,4,2.0,0.03746610246722622,0.011900909272893948,0.0016429531471067818,0.007322876884247371
Lung,basophil,aging_sasp_score,801,4,2.0,-0.004444722788426833,0.02399920701138329,0.853069892863932,0.9299938735649184
Lung,basophil,th2_score,801,4,2.0,-0.01415557311105206,0.07035197650358187,0.8405337955012735,0.9234033246352019
Lung,basophil,alarmin_score,801,4,2.0,0.0638201985115819,0.02326098479170711,0.0060758709745067346,0.024303483898026938
Lung,basophil,treg_score,801,4,2.0,0.018171778815562343,0.048005791728010706,0.7050346458382935,0.8592609746154202
Lung,basophil,targets_score,801,4,2.0,0.24780153069226502,0.09671969261978919,0.010405372781577053,0.038648527474429054
Lung,basophil,t2_receptor_score,801,4,2.0,0.04482456233062198,0.07473500843306054,0.5486528731641855,0.7621641683134371
Lung,bronchial smooth muscle cell,aging_sasp_score,142,4,2.0,-0.001873799857813761,0.0326891699154298,0.9542889086779385,0.9829904456347495
Lung,bronchial smooth muscle cell,th2_score,142,4,2.0,0.03141596665793171,0.015555204298103073,0.04342038354582698,0.12263608885974497
Lung,bronchial smooth muscle cell,alarmin_score,142,4,2.0,0.03297531643354974,0.03267866308957336,0.3129372801780983,0.5424246189753704
Lung,bronchial smooth muscle cell,treg_score,142,4,2.0,0.005443439153007714,0.010415456869568636,0.6012311627575997,0.788168583110803
Lung,bronchial smooth muscle cell,targets_score,142,4,2.0,0.006516406527903033,0.008963152931245503,0.4672126730931133,0.70081900963967
Lung,bronchial smooth muscle cell,t2_receptor_score,142,4,2.0,0.04120939617850083,0.027535362091333736,0.1344976228614009,0.29551590375181047
Lung,capillary endothelial cell,aging_sasp_score,4374,4,2.0,-0.10496437850337201,0.029085472870725933,0.0003075871323074119,0.001547857827095363
Lung,capillary endothelial cell,th2_score,4374,4,2.0,0.013897734908858789,0.016288591087824236,0.3935378854958689,0.626448062626077
Lung,capillary endothelial cell,alarmin_score,4374,4,2.0,-0.08838731461975323,0.06847576159296699,0.19677910828943657,0.3885764670019254
Lung,capillary endothelial cell,treg_score,4374,4,2.0,0.004212939763211931,0.004638087179448937,0.3637009321163014,0.5972352148436106
Lung,capillary endothelial cell,targets_score,4374,4,2.0,-0.019507850417123312,0.038663208057849334,0.6138689613297867,0.7902162451167261
Lung,capillary endothelial cell,t2_receptor_score,4374,4,2.0,-0.05560040316436995,0.09969126358230089,0.5770315452141945,0.7721433018285975
Lung,classical monocyte,aging_sasp_score,965,4,2.0,-0.06387090639372973,0.01449919209660788,1.0571775606277926e-05,7.496349975360712e-05
Lung,classical monocyte,th2_score,965,4,2.0,-0.019080969526404055,0.008739337114219458,0.029010568471223158,0.09428434753147526
Lung,classical monocyte,alarmin_score,965,4,2.0,0.008196496803508539,0.0011421772002454718,7.167348794312643e-13,1.2423404576808581e-11
Lung,classical monocyte,treg_score,965,4,2.0,-0.00010696572656557693,0.007743019963939154,0.988977997259338,0.988977997259338
Lung,classical monocyte,targets_score,965,4,2.0,-0.018552974231781955,0.004978134860623497,0.00019385497329261234,0.0010428060632292249
Lung,classical monocyte,t2_receptor_score,965,4,2.0,0.031904221679456946,0.016331687706366504,0.05075842210514954,0.13420870929497167
Lung,club cell,aging_sasp_score,1050,4,2.0,-0.09779225605345544,0.021642302276953154,6.225871419136262e-06,4.8561797069262845e-05
Lung,club cell,th2_score,1050,4,2.0,-0.008877198854312146,0.014779476543196463,0.5480773529846259,0.7621641683134371
Lung,club cell,alarmin_score,1050,4,2.0,0.00046909156374501306,0.007342284823556544,0.9490585754716886,0.9829904456347495
Lung,club cell,treg_score,1050,4,2.0,0.04704810569229995,0.008728964397632617,7.050317064326255e-08,8.460380477191506e-07
Lung,club cell,targets_score,1050,4,2.0,-0.017811629092418926,0.018456498079004947,0.3345147316432989,0.5611214853371466
Lung,club cell,t2_receptor_score,1050,4,2.0,-0.0035823230963955375,0.016488530100716554,0.8280045441797936,0.9234033246352019
Lung,endothelial cell of artery,aging_sasp_score,1056,4,2.0,-0.09446645838815423,0.05848539859753047,0.10626427177841555,0.2511700969308004
Lung,endothelial cell of artery,th2_score,1056,4,2.0,0.04721818108308547,0.016992429906491073,0.005456389345515264,0.02239991415527319
Lung,endothelial cell of artery,alarmin_score,1056,4,2.0,-0.01847280608395313,0.029721335087934002,0.5342486452738097,0.7576617151155847
Lung,endothelial cell of artery,treg_score,1056,4,2.0,0.014564072797433204,0.004752440867914657,0.00218000777825286,0.00944670037242906
Lung,endothelial cell of artery,targets_score,1056,4,2.0,0.013393398388440397,0.02788019782169257,0.6309493346363757,0.7937749693812468
Lung,endothelial cell of artery,t2_receptor_score,1056,4,2.0,-0.0018574537958028843,0.05446642781737538,0.9727952327884597,0.9854289371103877
Lung,endothelial cell of lymphatic vessel,aging_sasp_score,203,4,2.0,-0.12829505350840753,0.020650050371640243,5.204193202530699e-10,7.380492178134446e-09
Lung,endothelial cell of lymphatic vessel,th2_score,203,4,2.0,-0.0076236334410071955,0.03420920017720537,0.8236496769144308,0.9234033246352019
Lung,endothelial cell of lymphatic vessel,alarmin_score,203,4,2.0,0.07064608104056547,0.11331239815445328,0.5329803477505262,0.7576617151155847
Lung,endothelial cell of lymphatic vessel,treg_score,203,4,2.0,0.04772071626073782,0.04940604955629987,0.3341001682153115,0.5611214853371466
Lung,endothelial cell of lymphatic vessel,targets_score,203,4,2.0,0.014016417010196803,0.028105820037845765,0.6179896275912857,0.7902162451167261
Lung,endothelial cell of lymphatic vessel,t2_receptor_score,203,4,2.0,-0.029374611052116223,0.03825866311667788,0.44261207921794654,0.6721059512010407
Lung,intermediate monocyte,aging_sasp_score,1700,4,2.0,-0.09477318370631657,0.016342443297609578,6.662992206711903e-09,8.661889868725473e-08
Lung,intermediate monocyte,th2_score,1700,4,2.0,-0.017371564803506746,0.02495639651852185,0.48638083070185045,0.7158057508442327
Lung,intermediate monocyte,alarmin_score,1700,4,2.0,0.005223437116348015,0.0012640865285896813,3.593338360074827e-05,0.0002156003016044896
Lung,intermediate monocyte,treg_score,1700,4,2.0,-0.016937465615459522,0.026212832384984182,0.5181811307146993,0.7484838554767879
Lung,intermediate monocyte,targets_score,1700,4,2.0,0.031182122089883725,0.00752485142505649,3.414704090267566e-05,0.0002130775352326961
Lung,intermediate monocyte,t2_receptor_score,1700,4,2.0,-0.007776071483946269,0.03452376273044442,0.8217939440446564,0.9234033246352019
Lung,lung multiciliated epithelial cell,aging_sasp_score,751,4,2.0,-0.021942449170602896,0.016561644118510677,0.18520578545790567,0.381231640291061
Lung,lung multiciliated epithelial cell,th2_score,751,4,2.0,-0.017089032793918477,0.05836018455809608,0.7696596936754745,0.8893845349138817
Lung,lung multiciliated epithelial cell,alarmin_score,751,4,2.0,0.01980608170031153,0.0018549292387952054,1.29661687125436e-26,2.889603313081145e-25
Lung,lung multiciliated epithelial cell,treg_score,751,4,2.0,0.02555548339421942,0.028384767726769324,0.3679479317733996,0.5979153891317743
Lung,lung multiciliated epithelial cell,targets_score,751,4,2.0,0.04256159659809448,0.032162684905976756,0.1857282350135938,0.381231640291061
