analysis,n_snp,ivw_b,ivw_se,ivw_p,ivw_rand_b,ivw_rand_se,ivw_rand_p,cochran_Q,cochran_Q_p,wm_b,wm_se,wm_p,egger_b,egger_se,egger_p,egger_intercept,egger_intercept_p,outcome
BBJ full-LC index -> asthma,47,0.2638887425974267,0.15960120011936685,0.0982442348894339,0.2638887425974267,0.316743931069575,0.40477164492575035,181.17661073657112,0.0,-0.4142560080053792,0.5604884587097784,0.45984737298122713,0.2681346528349775,0.3061331734091343,0.3810975307214708,0.00996380945469149,0.045145235328916365,asthma
BBJ full-LC index -> allergic rhinitis,47,0.5735476622067235,0.20092344414065044,0.004309673640195744,0.5735476622067235,0.21033617696433565,0.006394904770119503,50.41091213017893,0.30328327025041457,0.12574914951927801,0.30498924092606255,0.680114537363349,0.5728885170938537,0.21212601667632963,0.006919393273307595,-0.0016057563098610741,0.6346414572583646,allergic rhinitis
BBJ full-LC index -> atopic dermatitis,47,-0.4421559809547177,0.28918263762049096,0.12626810614350048,-0.4421559809547177,0.4874632735882157,0.3643777333604845,130.7065055474183,4.743053727551683e-10,-1.1521667404869864,0.9342191526765532,0.21746614959125443,-0.4427960474610957,0.4926700312849833,0.36877626033078115,-0.001458818391177941,0.8524122810689307,atopic dermatitis
