instrument_set,outcome,n_snps,frailty_h2,frailty_h2_se,gencov,gencov_se,rg,rg_se,p,cross_intercept
full,ALLERG_ASTHMA,1160670,0.11084777654924406,0.005337449159583173,0.030883501398745492,0.002679686404487123,0.4600462761369134,0.038208966093440225,2.18239636095438e-33,-0.005948995204151473
full,ALLERG_RHINITIS,1160670,0.11084777654924406,0.005337449159583173,0.014288033950288378,0.001827107557809139,0.35358983320957416,0.0457645120812385,1.1072734101854537e-14,-0.0006154339208886736
full,L12_ATOPIC,1160670,0.11084777654924406,0.005337449159583173,0.01339958134382086,0.0019348295440988965,0.250252684095449,0.03319107944840421,4.7084686570506916e-14,-0.00511017580342552
hla_excluded,ALLERG_ASTHMA,1160670,0.11084777654924406,0.005337449159583173,0.030883501398745492,0.002679686404487123,0.4600462761369134,0.038208966093440225,2.18239636095438e-33,-0.005948995204151473
hla_excluded,ALLERG_RHINITIS,1160670,0.11084777654924406,0.005337449159583173,0.014288033950288378,0.001827107557809139,0.35358983320957416,0.0457645120812385,1.1072734101854537e-14,-0.0006154339208886736
hla_excluded,L12_ATOPIC,1160670,0.11084777654924406,0.005337449159583173,0.01339958134382086,0.0019348295440988965,0.250252684095449,0.03319107944840421,4.7084686570506916e-14,-0.00511017580342552
