exposure,outcome,n_snp,ivw_or,or_lo,or_hi,ivw_p,Q,I2_pct,direction_positive
healthspan,asthma,12,0.6734512096487068,0.5301820315849008,0.8554355009382832,0.0011975142080785767,5.699655249059651,0.0,False
healthspan,allergic_rhinitis,12,0.8573664250032155,0.6886353619049639,1.067440371765631,0.16872422066876158,16.769443336975044,34.404501217127255,False
healthspan,atopic_dermatitis,12,0.9292134917254253,0.7922025489287173,1.0899203926725178,0.3670284706993079,8.902615097808187,0.0,False
