outcome,n_snp,ivw_logor,ivw_se,ivw_or,or_lo,or_hi,ivw_p,wm_or,egger_intercept,Q,Q_p,I2_pct
UKB_icd10_J45_asthma,101,1.0236204251071586,0.04822323707527603,2.7832531046627746,2.5322364394699983,3.0591526619987865,5.412706088393219e-100,4.226034011861847,0.004343477610980059,776.7099860133632,3.0624679256165515e-105,87.12518162496245
UKB_icd10_L50_urticaria,101,0.036936204767321464,0.3750495616501007,1.037626823082017,0.49749939619288175,2.164162272795708,0.921548349511409,1.0482523974714943,-0.004094289248706173,71.51366805475493,0.9859900740843464,0.0
UKB_phecode_476_allergic_rhinitis,101,0.4587163933838193,0.20224645475328487,1.582041961585174,1.0642957811258433,2.351655256557223,0.023322748007071504,1.9546562338386215,0.008142361734414842,98.50194896800396,0.523619485741547,0.0
UKB_phecode_250.1_T1D_negctrl,101,-0.15831781577545143,0.1353427440584908,0.8535784581556841,0.654692516432223,1.1128830190361019,0.24209968408944282,1.0166245957429836,0.016922345150617385,476.15886590967193,2.3887667139842395e-50,78.99860589407356
UKB_phecode_714.1_RA_negctrl,101,0.09222503570395864,0.10616527540867561,1.0966115710729747,0.8906008745673936,1.3502759453220567,0.3850150499918503,1.0223347894514132,0.008967344241621,702.7963742773375,2.5987665588696454e-91,85.77112750434624
