part,scenario,truth,mean_est,bias,empirical_sd,mean_jk_se,se_ratio,coverage_95,type1,n_finite
univariate,h2=0.111,0.111,0.11019153508744886,-0.0008084649125511406,0.003921327833838469,0.004129574008416312,1.0531060353538453,0.96,,
univariate,h2=0 (null),0.0,9.58226292207337e-05,9.58226292207337e-05,0.0030987552883648332,0.0029037060604929733,0.9370556208151614,0.93,0.07,
bivariate,rg=0.5,0.5,0.4946090023736943,-0.0053909976263056825,0.04838318526529811,0.050574068684346704,1.0452819178199075,0.95,,100.0
bivariate,rg=0 (null),0.0,-0.0010543603714059748,-0.0010543603714059748,0.04580701270145672,0.04638599719499858,1.0126396474992887,0.94,0.06,100.0
