trait,tissue,study_id,is_age,is_allergy,is_blood
Attention deficit hyperactivity disorder,Cord blood,28785368_attention_deficit_hyperactivity_disorder_longterm_prenatal_exposure_to_paracetamol_versus_sporadic_prenatal_exposure_to_paracetamol,False,False,True
Attention deficit hyperactivity disorder,Cord blood,28785368_attention_deficit_hyperactivity_disorder_longterm_prenatal_exposure_to_paracetamol_versus_unexposed_to_paracetamol,False,False,True
Grandmaternal exposure to community and domestic violence,Saliva,28809857_grandmaternal_exposure_to_community_and_domestic_violence,False,False,False
Grandmaternal exposure to intimate partner violence,Saliva,28809857_grandmaternal_exposure_to_intimate_partner_violence,False,False,False
Age,Whole blood,28811542_age,True,False,True
Subscapular skinfold thickness and triceps skinfold thickness ratio,Cord blood,28814982_subscapular_skinfold_thickness_and_triceps_skinfold_thickness_ratio_early_childhood,False,False,True
Subscapular skinfold thickness and triceps skinfold thickness ratio,Cord blood,28814982_subscapular_skinfold_thickness_and_triceps_skinfold_thickness_ratio_early_childhood_adjusted_for_birthweight,False,False,True
Subscapular skinfold thickness and triceps skinfold thickness ratio,Cord blood,28814982_subscapular_skinfold_thickness_and_triceps_skinfold_thickness_ratio_mid_childhood,False,False,True
Subscapular skinfold thickness and triceps skinfold thickness ratio,Cord blood,28814982_subscapular_skinfold_thickness_and_triceps_skinfold_thickness_ratio_mid_childhood_adjusted_for_birthweight,False,False,True
Subscapular skinfold thickness plus triceps skinfold thickness,Cord blood,28814982_subscapular_skinfold_thickness_plus_triceps_skinfold_thickness_early_childhood,False,False,True
Subscapular skinfold thickness plus triceps skinfold thickness,Cord blood,28814982_subscapular_skinfold_thickness_plus_triceps_skinfold_thickness_early_childhood_adjusted_for_birthweight,False,False,True
Ratio of inflammatory biomarker post- to pre-fenofibrate treatment,CD4+ T-cells,28835163_Yusuf-N_ratio_of_inflammatory_biomarker_post-_to_pre-fenofibrate_treatment_inflammatory_biomarker_is_c-reactive_protein,False,False,False
Ratio of inflammatory biomarker post- to pre-fenofibrate treatment,CD4+ T-cells,28835163_Yusuf-N_ratio_of_inflammatory_biomarker_post-_to_pre-fenofibrate_treatment_inflammatory_biomarker_is_il-2,False,False,False
Ratio of inflammatory biomarker post- to pre-fenofibrate treatment,CD4+ T-cells,28835163_Yusuf-N_ratio_of_inflammatory_biomarker_post-_to_pre-fenofibrate_treatment_inflammatory_biomarker_is_il-6,False,False,False
IgG glycosylation measure - GP10,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_gp10,False,False,True
IgG glycosylation measure - GP23,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_gp23,False,False,True
IgG glycosylation measure - GP4,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_gp4,False,False,True
IgG glycosylation measure - IGP30,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp30,False,False,True
IgG glycosylation measure - IGP34,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp34,False,False,True
IgG glycosylation measure - IGP39,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp39,False,False,True
IgG glycosylation measure - IGP40,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp40,False,False,True
IgG glycosylation measure - IGP43,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp43,False,False,True
IgG glycosylation measure - IGP48,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp48,False,False,True
IgG glycosylation measure - IGP49,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp49,False,False,True
IgG glycosylation measure - IGP55,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp55,False,False,True
IgG glycosylation measure - IGP57,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp57,False,False,True
IgG glycosylation measure - IGP61,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp61,False,False,True
IgG glycosylation measure - IGP62,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp62,False,False,True
IgG glycosylation measure - IGP63,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp63,False,False,True
IgG glycosylation measure - IGP64,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp64,False,False,True
IgG glycosylation measure - IGP65,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp65,False,False,True
IgG glycosylation measure - IGP66,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp66,False,False,True
IgG glycosylation measure - IGP67,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp67,False,False,True
IgG glycosylation measure - IGP68,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp68,False,False,True
IgG glycosylation measure - IGP69,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp69,False,False,True
IgG glycosylation measure - IGP70,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp70,False,False,True
IgG glycosylation measure - IGP71,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp71,False,False,True
IgG glycosylation measure - IGP72,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp72,False,False,True
IgG glycosylation measure - IGP74,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp74,False,False,True
IgG glycosylation measure - IGP75,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp75,False,False,True
IgG glycosylation measure - IGP76,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_igp76,False,False,True
IgG glycosylation measure - LC_IGP195,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_lc_igp195,False,False,True
IgG glycosylation measure - LC_IGP43,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_lc_igp43,False,False,True
IgG glycosylation measure - LC_IGP45,Whole blood,29055820_Wahl-A_igg_glycosylation_measure_-_lc_igp45,False,False,True
homocysteine (MTHFR 677C>T),Whole blood,29084233_Mandaviya-PR_homocysteine__mthfr_677c_t__meta-analysis,False,False,True
homocysteine GRS,Whole blood,29084233_Mandaviya-PR_homocysteine_grs_meta-analysis,False,False,True
Educational attainment,Whole blood,29086770_educational_attainment_adjusted_model,False,False,True
Educational attainment,Whole blood,29086770_educational_attainment_basic_model,False,False,True
Chronic kidney disease,Whole Blood,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_estimated_glomerular_filtration_rate_ewas,False,False,True
Chronic kidney disease,Whole Blood,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_incident_ckd_ewas,False,False,True
Chronic kidney disease,Whole Blood,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas,False,False,True
Body mass index,Whole blood,29099282_Sayols-Baixeras-S_body_mass_index_meta-analysis_model_1,False,False,True
Body mass index,Whole blood,29099282_Sayols-Baixeras-S_body_mass_index_meta-analysis_model_2,False,False,True
Waist circumference,Whole blood,29099282_Sayols-Baixeras-S_waist_circumference_meta-analysis_model_1,False,False,True
Waist circumference,Whole blood,29099282_Sayols-Baixeras-S_waist_circumference_meta-analysis_model_2,False,False,True
Diastolic Blood Pressure,"Whole blood, CD4+ T cells",29198723_Richard-MA_diastolic_blood_pressure_meta-analysis,False,False,True
Systolic Blood Pressure,"Whole blood, CD4+ T cells",29198723_Richard-MA_systolic_blood_pressure_meta-analysis,False,False,True
Fetal intolerance of labor,Whole blood,29235940_Battram-T_fetal_intolerance_of_labor_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse107459,False,False,True
Intravenous illicit drug use and hepatitis C infection,Whole blood,29269866_Battram-T_intravenous_illicit_drug_use_and_hepatitis_c_infection_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse107080,False,False,True
Adolescent sexual victimization,Whole blood,29325449_Marzi-SJ_adolescent_sexual_victimization,False,False,True
Childhood sexual victimization,Whole blood,29325449_Marzi-SJ_childhood_sexual_victimization,False,False,True
Sexual abuse,Whole blood,29325449_Marzi-SJ_sexual_abuse_discovery,False,False,True
Sexual abuse,Whole blood,29325449_Marzi-SJ_sexual_abuse_replication,False,False,True
Smoking,Whole blood,29325449_Marzi-SJ_smoking,False,False,True
Cardiovascular risk,Whole Blood,29326313_Fernández-Sanlés-A._cardiovascular_risk_age-independent_cardiovascular_risk_was_determined_via_the_delta_age_approach__results_meta-analysesd_across_discovery_and_replicaton_cohorts,False,False,True
Cardiovascular risk,Whole Blood,29326313_Fernández-Sanlés-A._cardiovascular_risk_age-independent_cardiovascular_risk_was_determined_via_the_residuals_approach__results_meta-analysesd_across_discovery_and_replicaton_cohorts,False,False,True
Age,Breast,29383109_Battram-T_age_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse101961,True,False,False
Asthma,Whole blood,29496485_Xu-C-J_asthma_discovery_adjusted_for_cell_composition_excluding_eosinophils_at_age_5,False,True,True
Asthma,Whole blood,29496485_Xu-C-J_asthma_discovery_adjusted_for_cell_composition_excluding_eosinophils_at_age_8,False,True,True
Asthma,Whole blood,29496485_Xu-C-J_asthma_discovery_adjusted_for_cell_composition_including_eosinophils_at_age_5,False,True,True
Asthma,Whole blood,29496485_Xu-C-J_asthma_discovery_adjusted_for_cell_composition_including_eosinophils_at_age_8,False,True,True
Asthma,Whole blood,29496485_Xu-C-J_asthma_meta-analysis_of_discovery_and_replication_at_age_5,False,True,True
Asthma,Whole blood,29496485_Xu-C-J_asthma_meta-analysis_of_discovery_and_replication_at_age_8,False,True,True
Alzheimer's disease,Brain cortex,29550519_Battram-T_alzheimer_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse80970,False,False,False
Tumour necrosis factor-alpha,Whole blood,29617535_Aslibekyan-S_tumour_necrosis_factor-alpha_meta-analysis_base_model,False,False,True
Tumour necrosis factor-alpha,Whole blood,29617535_Aslibekyan-S_tumour_necrosis_factor-alpha_meta-analysis_model_2,False,False,True
Tumour necrosis factor-alpha,Whole blood,29617535_Aslibekyan-S_tumour_necrosis_factor-alpha_meta-analysis_model_3,False,False,True
Soluble tumor necrosis factor receptor 2,Whole blood,29740313_Mendelson-MM_soluble_tumor_necrosis_factor_receptor_2,False,False,True
Body mass index,Leukocytes,29762635_Dhana-K_body_mass_index_discovery,False,False,True
Body mass index,Leukocytes,29762635_Dhana-K_body_mass_index_replication,False,False,True
Waist Circumference,Leukocytes,29762635_Dhana-K_waist_circumference_discovery,False,False,True
Waist Circumference,Leukocytes,29762635_Dhana-K_waist_circumference_replication,False,False,True
Depression,Whole blood,29790996_Battram-T_depression_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse113725,False,False,True
Multiple sclerosis,Whole blood,29921915_Battram-T_multiple_sclerosis_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse106648,False,False,True
Arsenic exposure,Whole blood,29982128_Battram-T_arsenic_exposure_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse109914,False,False,True
Depressive symptoms,Whole blood,29998287_Jovanova-OS_depressive_symptoms_meta-analysis,False,False,True
Alzheimer's disease,Brain,30045751_Battram-T_alzheimer_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse66351,False,False,False
Betaine,Whole blood,30101351_Chamberlain-JA_betaine,False,False,True
Choline,Whole blood,30101351_Chamberlain-JA_choline,False,False,True
Folate intake,Whole blood,30101351_Chamberlain-JA_folate_intake,False,False,True
Methionine,Whole blood,30101351_Chamberlain-JA_methionine,False,False,True
Methyl donor index,Whole blood,30101351_Chamberlain-JA_methyl_donor_index_sum_of_z-scores_from_other_seven_nutrients_in_study,False,False,True
Riboflavin intake,Whole blood,30101351_Chamberlain-JA_riboflavin_intake,False,False,True
Vitamin B12 intake,Whole blood,30101351_Chamberlain-JA_vitamin_b12_intake,False,False,True
Vitamin B6 intake,Whole blood,30101351_Chamberlain-JA_vitamin_b6_intake,False,False,True
Age,"Colon, rectum",30291105_Battram-T_age_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse113904,True,False,False
Lung function decline,Whole blood,30343628_Carmona-JJ_lung_function_decline_discovery__fev1__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fev1_between_visits_,False,False,True
Lung function decline,Whole blood,30343628_Carmona-JJ_lung_function_decline_discovery__fvc__lung_function_decline_in_this_paper_is_defined_as_a_decrease_in_fvc_between_visits_,False,False,True
Lung function,Whole blood,30343628_Carmona-JJ_lung_function_discovery__fef25_-75__measurements_used_to_measure_lung_function,False,False,True
Lung function,Whole blood,30343628_Carmona-JJ_lung_function_discovery__fev1,False,False,True
Lung function,Whole blood,30343628_Carmona-JJ_lung_function_discovery__fvc_measurements_used_to_measure_lung_function,False,False,True
Leisure time physical activity,Whole blood,30376510_Van-Roekel-E_leisure_time_physical_activity_phyisical_activity_measured_using_metabolic_equivalent_of_task,False,False,True
Leisure time physical activity,Whole blood,30376510_Van-Roekel-E_leisure_time_physical_activity_some_versus_no_leisure-time_activity,False,False,True
Physical activity level,Whole blood,30376510_Van-Roekel-E_physical_activity_level_phyisical_activity_measured_using_metabolic_equivalent_of_task,False,False,True
television viewing time,Whole blood,30376510_Van-Roekel-E_television_viewing_time,False,False,True
Time spent sitting,Whole blood,30376510_Van-Roekel-E_time_spent_sitting,False,False,True
Melanoma,Skin,30529013_Battram-T_melanoma_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse120878__authors_assessed_methylation_differences_between_melanoma_samples_and_nevi,False,False,False
Asthma,Whole blood,30579849_Reese-SE_asthma_meta-analysis_with_dnam_measured_in_children,False,True,True
Asthma,Cord blood,30579849_Reese-SE_asthma_meta-analysis_with_dnam_measured_in_newborns,False,True,True
Tissue,Buccal cells and peripheral blood mononuclear cells,30602389_Battram-T_tissue_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse124366__tissue_types_are_buccal_epithelial_cells_and_peripheral_blood_mononuclear_cells,False,False,True
Educational attainment,Whole blood,30631468_van-Dongen-J_educational_attainment_model_1,False,False,True
Educational attainment,Whole blood,30631468_van-Dongen-J_educational_attainment_model_2,False,False,True
Educational attainment,Whole blood,30631468_van-Dongen-J_educational_attainment_model_3,False,False,True
Educational attainment,Whole blood,30631468_van-Dongen-J_educational_attainment_never_smokers_only,False,False,True
Multiple sclerosis treatment,Whole blood,30698680_Battram-T_multiple_sclerosis_treatment_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse112596__fumaric_acid_ester-treated_ms_patients_vs_treatment_naive_patients,False,False,True
Gingival bleeding,Whole blood,30760334_Kurushima-Y_gingival_bleeding,False,False,True
Tooth mobility,Whole blood,30760334_Kurushima-Y_tooth_mobility,False,False,True
hepatic fat,whole blood,30796027_Jiantao-Ma_hepatic_fat_discovery,False,False,True
hepatic fat,whole blood,30796027_Jiantao-Ma_hepatic_fat_replication,False,False,True
orofacial cleft (cleft lip and palate),Whole blood,30832715_Zongli-X_orofacial_cleft__cleft_lip_and_palate_,False,False,True
orofacial cleft (cleft lip only),Whole blood,30832715_Zongli-X_orofacial_cleft__cleft_lip_only_,False,False,True
orofacial cleft (cleft lip or cleft lip and palate),Whole blood,30832715_Zongli-X_orofacial_cleft__cleft_lip_or_cleft_lip_and_palate_,False,False,True
orofacial cleft (cleft lip or cleft palate),Whole blood,30832715_Zongli-X_orofacial_cleft__cleft_lip_or_cleft_palate_,False,False,True
orofacial cleft (cleft palate only),Whole blood,30832715_Zongli-X_orofacial_cleft__cleft_palate_only_,False,False,True
early preterm birth (<28 weeks),whole blood,30833390_Knijnenburg_early_preterm_birth___28_weeks__discovery,False,False,True
idiopathic preterm birth,whole blood,30833390_Knijnenburg_idiopathic_preterm_birth_discovery,False,False,True
preterm birth,whole blood,30833390_Knijnenburg_preterm_birth_discovery,False,False,True
very early preterm birth (<28 weeks),whole blood,30833390_Knijnenburg_very_early_preterm_birth___28_weeks__discovery,False,False,True
Caregiver and physical or emotional abuse,Leukocytes,30905381_Dunn-E_caregiver_and_physical_or_emotional_abuse_adversity_was_experienced_between_ages_8_months_and_6_years_old,False,False,True
Family instability,Leukocytes,30905381_Dunn-E_family_instability_adversity_was_experienced_between_ages_1_5_years_and_6_5_years_old,False,False,True
Financial Stress,Leukocytes,30905381_Dunn-E_financial_stress_adversity_was_experienced_between_ages_8_months_and_7_years_old,False,False,True
Maternal Psychopathology,Leukocytes,30905381_Dunn-E_maternal_psychopathology_adversity_was_experienced_between_ages_8_months_and_6_years_old,False,False,True
Neighhorhood Disadvantage,Leukocytes,30905381_Dunn-E_neighhorhood_disadvantage_adversity_was_experienced_between_ages_1_5_years_and_7_years_old,False,False,True
Sexual and Physical Abuse,Leukocytes,30905381_Dunn-E_sexual_and_physical_abuse_adversity_was_experienced_between_ages_1_5_years_old_and_6_65_old_years_old,False,False,True
Single parent household,Leukocytes,30905381_Dunn-E_single_parent_household_adversity_was_experienced_between_ages_8_months_and_7_years_old,False,False,True
Smoking,Saliva,30915882_Barcelona-V_smoking_discovery,False,False,False
Smoking,Whole blood,30915882_Barcelona-V_smoking_replication,False,False,True
Hepatic Fat,Whole blood,30936141_Ma-J_hepatic_fat_meta-analysis_model_1,False,False,True
Hepatic Fat,Whole blood,30936141_Ma-J_hepatic_fat_meta-analysis_model_2,False,False,True
Hepatic Fat,Whole blood,30936141_Ma-J_hepatic_fat_meta-analysis_model_3,False,False,True
Nonalcoholic fatty liver disease,"Whole Blood, Monocytes",30936141_Ma-J_nonalcoholic_fatty_liver_disease_discovery_and_replication,False,False,True
Alcohol Consumption,Whole blood,30938765_Wilson-LE_alcohol_consumption_replication,False,False,True
Alcohol Consumption,"Whole blood, breast tissue",30938765_Wilson-LE_alcohol_consumption_replication_in_breast_tissue,False,False,True
breast cancer,Whole blood,30989176_Xu-Z_breast_cancer_case_vs_control_discovery,False,False,True
breast cancer,Whole blood,30989176_Xu-Z_breast_cancer_case_vs_control_replication,False,False,True
Atypical NICU Network Neurobehavioural Scale Profile,Buccal cells,31004082_Everson-TM_atypical_nicu_network_neurobehavioural_scale_profile,False,False,False
Optimal NICU Network Neurobehavioural Scale Profile,Buccal cells,31004082_Everson-TM_optimal_nicu_network_neurobehavioural_scale_profile,False,False,False
Estimated lifetime Esterogen Exposure,Whole blood,31039828_Johansson-A_estimated_lifetime_esterogen_exposure,False,False,True
Educational attainment,Placenta,31062658_Santos-Jr-H._educational_attainment,False,False,False
Food stamps,Placenta,31062658_Santos-Jr-H._food_stamps,False,False,False
Insurance status,Placenta,31062658_Santos-Jr-H._insurance_status,False,False,False
Marital status,Placenta,31062658_Santos-Jr-H._marital_status,False,False,False
Socio-economic position,Placenta,31062658_Santos-Jr-H._socio-economic_position,False,False,False
FEV1 / FVC,Whole blood,31073081_Imboden-M_fev1___fvc_meta-analysis,False,False,True
FEV1,Whole blood,31073081_Imboden-M_fev1_meta-analysis,False,False,True
FVC,Whole blood,31073081_Imboden-M_fvc_meta-analysis,False,False,True
Skeletal muscle fiber type,Skeletal muscle,31076557_Taylor-DL_skeletal_muscle_fiber_type,False,False,False
Sleepiness,Monocytes,31139831_Barfield-R_sleepiness_meta_analysis,False,False,False
Particulate matter <2.5um (PM2.5),Cord blood,31148503_Gruzieva-H._particulate_matter__2_5um__pm2_5__discovery_and_replication,False,False,True
Particulate matter ≤10 um (PM10),Cord blood,31148503_Gruzieva-H._particulate_matter_≤10_um__pm10__discovery_and_replication,False,False,True
Folate intake,Whole blood,31165884_Mandaviya-PR_folate_intake_categorical_model_and_meta_analysis,False,False,True
Folate intake,Whole blood,31165884_Mandaviya-PR_folate_intake_continuous_model_and_meta_analysis,False,False,True
fasting glucose,whole blood,31197173_Liu-J_fasting_glucose_base,False,False,True
fasting glucose,whole blood,31197173_Liu-J_fasting_glucose_base_plus_bmi,False,False,True
fasting insulin,whole blood,31197173_Liu-J_fasting_insulin_base,False,False,True
fasting insulin,whole blood,31197173_Liu-J_fasting_insulin_base_plus_bmi,False,False,True
Particulate matter <2.5um (PM2.5),Whole Blood,31208937_Gondalia-R._particulate_matter__2_5um__pm2_5__discovery_and_replication,False,False,True
Particulate matter ≤10 um (PM10),Whole Blood,31208937_Gondalia-R._particulate_matter_≤10_um__pm10__discovery_and_replication,False,False,True
Particulate matter 2.5-10 um (PM2.5-10),Whole Blood,31208937_Gondalia-R._particulate_matter_2_5-10_um__pm2_5-10__discovery_and_replication,False,False,True
Hypertensive disorders of pregnancy,Cord blood,31230546_Kazmi-N_hypertensive_disorders_of_pregnancy_meta_analysis_adjusted_model,False,False,True
Hypertensive disorders of pregnancy,Cord blood,31230546_Kazmi-N_hypertensive_disorders_of_pregnancy_meta_analysis_unadjusted_model,False,False,True
Preeclampsia,Cord blood,31230546_Kazmi-N_preeclampsia_meta_analysis_unadjusted_model,False,False,True
Maternal smoking,Whole Blood,31262328_Wiklund-P._maternal_smoking_meta-analysis,False,False,True
Maternal smoking,Whole Blood,31262328_Wiklund-P._maternal_smoking_meta-analysis_in_never_smokers_only,False,False,True
miR-100-5p,Whole blood,31282290_Huan-T_mir-100-5p,False,False,True
miR-125b-5p,Whole blood,31282290_Huan-T_mir-125b-5p,False,False,True
miR-127-3p,Whole blood,31282290_Huan-T_mir-127-3p,False,False,True
miR-1270,Whole blood,31282290_Huan-T_mir-1270,False,False,True
miR-1275,Whole blood,31282290_Huan-T_mir-1275,False,False,True
miR-1303,Whole blood,31282290_Huan-T_mir-1303,False,False,True
miR-132-3p,Whole blood,31282290_Huan-T_mir-132-3p,False,False,True
miR-133a,Whole blood,31282290_Huan-T_mir-133a,False,False,True
miR-134,Whole blood,31282290_Huan-T_mir-134,False,False,True
miR-151a-5p,Whole blood,31282290_Huan-T_mir-151a-5p,False,False,True
miR-191-3p,Whole blood,31282290_Huan-T_mir-191-3p,False,False,True
miR-193b-3p,Whole blood,31282290_Huan-T_mir-193b-3p,False,False,True
miR-221-3p,Whole blood,31282290_Huan-T_mir-221-3p,False,False,True
miR-26b-5p,Whole blood,31282290_Huan-T_mir-26b-5p,False,False,True
miR-296-5p,Whole blood,31282290_Huan-T_mir-296-5p,False,False,True
miR-29a-3p,Whole blood,31282290_Huan-T_mir-29a-3p,False,False,True
miR-30a-3p,Whole blood,31282290_Huan-T_mir-30a-3p,False,False,True
miR-329,Whole blood,31282290_Huan-T_mir-329,False,False,True
miR-339-3p,Whole blood,31282290_Huan-T_mir-339-3p,False,False,True
miR-339-5p,Whole blood,31282290_Huan-T_mir-339-5p,False,False,True
miR-363-3p,Whole blood,31282290_Huan-T_mir-363-3p,False,False,True
miR-370,Whole blood,31282290_Huan-T_mir-370,False,False,True
miR-376a-3p,Whole blood,31282290_Huan-T_mir-376a-3p,False,False,True
miR-382-5p,Whole blood,31282290_Huan-T_mir-382-5p,False,False,True
miR-409-3p,Whole blood,31282290_Huan-T_mir-409-3p,False,False,True
miR-411-3p,Whole blood,31282290_Huan-T_mir-411-3p,False,False,True
miR-424-3p,Whole blood,31282290_Huan-T_mir-424-3p,False,False,True
miR-425-3p,Whole blood,31282290_Huan-T_mir-425-3p,False,False,True
miR-500a-3p,Whole blood,31282290_Huan-T_mir-500a-3p,False,False,True
miR-504,Whole blood,31282290_Huan-T_mir-504,False,False,True
miR-543,Whole blood,31282290_Huan-T_mir-543,False,False,True
miR-589-5p,Whole blood,31282290_Huan-T_mir-589-5p,False,False,True
miR-642a-5p,Whole blood,31282290_Huan-T_mir-642a-5p,False,False,True
miR-652-3p,Whole blood,31282290_Huan-T_mir-652-3p,False,False,True
miR-654-5p,Whole blood,31282290_Huan-T_mir-654-5p,False,False,True
miR-668,Whole blood,31282290_Huan-T_mir-668,False,False,True
miR-766-3p,Whole blood,31282290_Huan-T_mir-766-3p,False,False,True
miR-885-5p,Whole blood,31282290_Huan-T_mir-885-5p,False,False,True
miR-92a-3p,Whole blood,31282290_Huan-T_mir-92a-3p,False,False,True
miR-99b-5p,Whole blood,31282290_Huan-T_mir-99b-5p,False,False,True
allergic asthma,nasal epithelium,31300640_Cardenas-A_allergic_asthma,False,True,False
Bronchodilator Response (BDR),nasal epithelium,31300640_Cardenas-A_bronchodilator_response__bdr_,False,False,False
current asthma,nasal epithelium,31300640_Cardenas-A_current_asthma,False,True,False
fractional exhaled nitric oxide (FeNO),nasal epithelium,31300640_Cardenas-A_fractional_exhaled_nitric_oxide__feno_,False,False,False
Autistic Traits,Cord blood,31346403_Massrali-A_autistic_traits_autism_traits_measured_by_the_children’s_communication_checklist_at_age_8,False,False,True
Autistic Traits,Cord blood,31346403_Massrali-A_autistic_traits_autism_traits_measured_by_the_social_and_communication_disorders_checklist_at_age_8,False,False,True
social support from family and friends,whole blood,31349361_Surkan-P_social_support_from_family_and_friends_discovery,False,False,True
social support from father,whole blood,31349361_Surkan-P_social_support_from_father_discovery,False,False,True
Alcohol Consumption,Saliva,31386212_Xu-K_alcohol_consumption_adjusted_for_bmi,False,False,False
Alcohol Consumption,Saliva,31386212_Xu-K_alcohol_consumption_not_adjusted_for_bmi,False,False,False
Coronary heart disease,Whole blood,31424985_Agha-G_coronary_heart_disease_meta_analysis,False,False,True
Myocardial infarction,Whole blood,31424985_Agha-G_myocardial_infarction_meta_analysis,False,False,True
Age,Whole Blood,31426852_Tajuddin-SM_age_in_african_american_individuals,True,False,True
Age,Whole Blood,31426852_Tajuddin-SM_age_in_white_individuals,True,False,True
EFGR mutant lung adenocarcinoma,Whole blood,31450665_Hong-Y_efgr_mutant_lung_adenocarcinoma,False,False,True
Non small cell lung carcinoma,Whole blood,31450665_Hong-Y_non_small_cell_lung_carcinoma,False,False,True
Advanced stage non small cell lung carcinoma,Whole blood,31450665_Hony-Y_advanced_stage_non_small_cell_lung_carcinoma,False,False,True
Depression,Whole blood,31477683_Starnawska-A_depression_paired_analysis,False,False,True
Depression,Whole blood,31477683_Starnawska-A_depression_unpaired_analysis,False,False,True
Type II diabetes,Whole blood,31506343_Cardona-A_type_ii_diabetes_discovery,False,False,True
Type II diabetes,Whole blood,31506343_Cardona-A_type_ii_diabetes_replication_in_europeans,False,False,True
Type II diabetes,Whole blood,31506343_Cardona-A_type_ii_diabetes_replication_in_indians,False,False,True
Socioeconomic position,Cord blood,31509016_Laubach-ZM_socioeconomic_position,False,False,True
body mass index,Whole blood,31510868_Sun-D_body_mass_index_discovery_in_africans,False,False,True
body mass index,Whole blood,31510868_Sun-D_body_mass_index_discovery_in_europeans,False,False,True
body mass index,Whole blood,31510868_Sun-D_body_mass_index_follow_up_in_africans,False,False,True
body mass index,Whole blood,31510868_Sun-D_body_mass_index_follow_up_in_europeans,False,False,True
body mass index,Whole blood,31510868_Sun-D_body_mass_index_meta-analysis_in_africans,False,False,True
body mass index,Whole blood,31510868_Sun-D_body_mass_index_meta-analysis_in_europeans,False,False,True
body mass index,Unspecified,31510868_Sun-D_body_mass_index_replication_in_africans,False,False,False
body mass index,Unspecified,31510868_Sun-D_body_mass_index_replication_in_europeans,False,False,False
Prenatal smoke exposure,"Cord blood, whole blood",31536415_Sikdar-S_prenatal_smoke_exposure_inverse_varience-weighted_fixed-effects_meta-analysis,False,False,True
Smoking,"Whole blood, CD4+ T cells, CD14+ monocytes",31536415_Sikdar-S_smoking_random_effects_meta-analysis,False,False,True
Smoking,Whole blood,31552803_Dugue-PA_smoking_current_vs_never_smoking,False,False,True
Smoking,Whole blood,31552803_Dugue-PA_smoking_former_vs_never_smoking,False,False,True
Response to antidepressants,Whole blood,31594917_Ju-C_response_to_antidepressants_responders_vs_non-responders,False,False,True
parity,Whole blood,31600381_Kresovich-JK_parity,False,False,True
Physical activity level,Whole blood,31652233_Fernández-sanlés-A_physical_activity_level_nonlinear_associations_fisher_method_meta_analysis,False,False,True
Physical activity level,Whole blood,31652233_Fernández-sanlés-A_physical_activity_level_nonlinear_associations_stouffer_method_meta_analysis,False,False,True
