trait,tissue,study_id,is_age,is_allergy,is_blood
Ratio of triglycerides to phosphoglycerides,Whole blood,Battram-T_ratio_of_triglycerides_to_phosphoglycerides,False,False,True
"Remnant cholesterol (non-HDL, non-LDL -cholesterol)",Whole blood,Battram-T_remnant_cholesterol__non-hdl__non-ldl_-cholesterol_,False,False,True
Ribs area,Whole blood,Battram-T_ribs_area,False,False,True
Ribs bone mineral content,Whole blood,Battram-T_ribs_bone_mineral_content,False,False,True
Ribs bone mineral density,Whole blood,Battram-T_ribs_bone_mineral_density,False,False,True
Saturated fatty acids,Whole blood,Battram-T_saturated_fatty_acids,False,False,True
Serum total cholesterol,Whole blood,Battram-T_serum_total_cholesterol,False,False,True
Serum total triglycerides,Whole blood,Battram-T_serum_total_triglycerides,False,False,True
Sex hormone binding globulin,Whole blood,Battram-T_sex_hormone_binding_globulin,False,False,True
Sitting height,Whole blood,Battram-T_sitting_height,False,False,True
Sphingomyelins,Whole blood,Battram-T_sphingomyelins,False,False,True
Spine area,Whole blood,Battram-T_spine_area,False,False,True
Spine bone mineral content,Whole blood,Battram-T_spine_bone_mineral_content,False,False,True
Spine bone mineral density,Whole blood,Battram-T_spine_bone_mineral_density,False,False,True
Systolic blood pressure,Whole blood,Battram-T_systolic_blood_pressure,False,False,True
Testosterone,Whole blood,Battram-T_testosterone,False,False,True
Theta neck angle (hip measurement),Whole blood,Battram-T_theta_neck_angle__hip_measurement_,False,False,True
Thyroid stimulating hormone,Whole blood,Battram-T_thyroid_stimulating_hormone,False,False,True
Thyroxine (FT4),Whole blood,Battram-T_thyroxine__ft4_,False,False,True
Total body area,Whole blood,Battram-T_total_body_area,False,False,True
Total body bone mass,Whole blood,Battram-T_total_body_bone_mass,False,False,True
Total body bone mineral content,Whole blood,Battram-T_total_body_bone_mineral_content,False,False,True
Total body bone mineral density,Whole blood,Battram-T_total_body_bone_mineral_density,False,False,True
Total body mass,Whole blood,Battram-T_total_body_mass,False,False,True
Total body T score,Whole blood,Battram-T_total_body_t_score,False,False,True
Total body Z score,Whole blood,Battram-T_total_body_z_score,False,False,True
Total cholesterol in chylomicrons and extremely large VLDL,Whole blood,Battram-T_total_cholesterol_in_chylomicrons_and_extremely_large_vldl,False,False,True
Total cholesterol in HDL,Whole blood,Battram-T_total_cholesterol_in_hdl,False,False,True
Total cholesterol in HDL2,Whole blood,Battram-T_total_cholesterol_in_hdl2,False,False,True
Total cholesterol in HDL3,Whole blood,Battram-T_total_cholesterol_in_hdl3,False,False,True
Total cholesterol in IDL,Whole blood,Battram-T_total_cholesterol_in_idl,False,False,True
Total cholesterol in large HDL,Whole blood,Battram-T_total_cholesterol_in_large_hdl,False,False,True
Total cholesterol in large LDL,Whole blood,Battram-T_total_cholesterol_in_large_ldl,False,False,True
Total cholesterol in large VLDL,Whole blood,Battram-T_total_cholesterol_in_large_vldl,False,False,True
Total cholesterol in LDL,Whole blood,Battram-T_total_cholesterol_in_ldl,False,False,True
Total cholesterol in medium HDL,Whole blood,Battram-T_total_cholesterol_in_medium_hdl,False,False,True
Total cholesterol in medium LDL,Whole blood,Battram-T_total_cholesterol_in_medium_ldl,False,False,True
Total cholesterol in medium VLDL,Whole blood,Battram-T_total_cholesterol_in_medium_vldl,False,False,True
Total cholesterol in small HDL,Whole blood,Battram-T_total_cholesterol_in_small_hdl,False,False,True
Total cholesterol in small LDL,Whole blood,Battram-T_total_cholesterol_in_small_ldl,False,False,True
Total cholesterol in small VLDL,Whole blood,Battram-T_total_cholesterol_in_small_vldl,False,False,True
Total cholesterol in very large HDL,Whole blood,Battram-T_total_cholesterol_in_very_large_hdl,False,False,True
Total cholesterol in very large VLDL,Whole blood,Battram-T_total_cholesterol_in_very_large_vldl,False,False,True
Total cholesterol in very small VLDL,Whole blood,Battram-T_total_cholesterol_in_very_small_vldl,False,False,True
Total cholesterol in VLDL,Whole blood,Battram-T_total_cholesterol_in_vldl,False,False,True
Total cholesterol to total lipids ratio in chylomicrons and XXL-VLDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_chylomicrons_and_xxl-vldl,False,False,True
Total cholesterol to total lipids ratio in IDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_idl,False,False,True
Total cholesterol to total lipids ratio in large HDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_hdl,False,False,True
Total cholesterol to total lipids ratio in large LDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_ldl,False,False,True
Total cholesterol to total lipids ratio in large VLDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_large_vldl,False,False,True
Total cholesterol to total lipids ratio in medium HDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_hdl,False,False,True
Total cholesterol to total lipids ratio in medium LDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_ldl,False,False,True
Total cholesterol to total lipids ratio in medium VLDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_medium_vldl,False,False,True
Total cholesterol to total lipids ratio in small HDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_hdl,False,False,True
Total cholesterol to total lipids ratio in small LDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_ldl,False,False,True
Total cholesterol to total lipids ratio in small VLDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_small_vldl,False,False,True
Total cholesterol to total lipids ratio in very large HDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_very_large_hdl,False,False,True
Total cholesterol to total lipids ratio in very large VLDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_very_large_vldl,False,False,True
Total cholesterol to total lipids ratio in very small VLDL,Whole blood,Battram-T_total_cholesterol_to_total_lipids_ratio_in_very_small_vldl,False,False,True
Total cholines,Whole blood,Battram-T_total_cholines,False,False,True
Total fat free mass,Whole blood,Battram-T_total_fat_free_mass,False,False,True
Total fat mass,Whole blood,Battram-T_total_fat_mass,False,False,True
Total fatty acids,Whole blood,Battram-T_total_fatty_acids,False,False,True
Total lean mass,Whole blood,Battram-T_total_lean_mass,False,False,True
Total lipids in chylomicrons and extremely large VLDL,Whole blood,Battram-T_total_lipids_in_chylomicrons_and_extremely_large_vldl,False,False,True
Total lipids in IDL,Whole blood,Battram-T_total_lipids_in_idl,False,False,True
Total lipids in large HDL,Whole blood,Battram-T_total_lipids_in_large_hdl,False,False,True
Total lipids in large LDL,Whole blood,Battram-T_total_lipids_in_large_ldl,False,False,True
Total lipids in large VLDL,Whole blood,Battram-T_total_lipids_in_large_vldl,False,False,True
Total lipids in medium HDL,Whole blood,Battram-T_total_lipids_in_medium_hdl,False,False,True
Total lipids in medium LDL,Whole blood,Battram-T_total_lipids_in_medium_ldl,False,False,True
Total lipids in medium VLDL,Whole blood,Battram-T_total_lipids_in_medium_vldl,False,False,True
Total lipids in small HDL,Whole blood,Battram-T_total_lipids_in_small_hdl,False,False,True
Total lipids in small LDL,Whole blood,Battram-T_total_lipids_in_small_ldl,False,False,True
Total lipids in small VLDL,Whole blood,Battram-T_total_lipids_in_small_vldl,False,False,True
Total lipids in very large HDL,Whole blood,Battram-T_total_lipids_in_very_large_hdl,False,False,True
Total lipids in very large VLDL,Whole blood,Battram-T_total_lipids_in_very_large_vldl,False,False,True
Total lipids in very small VLDL,Whole blood,Battram-T_total_lipids_in_very_small_vldl,False,False,True
Total phosphoglycerides,Whole blood,Battram-T_total_phosphoglycerides,False,False,True
Total region fat,Whole blood,Battram-T_total_region_fat,False,False,True
Total tissue fat,Whole blood,Battram-T_total_tissue_fat,False,False,True
Total tissue mass,Whole blood,Battram-T_total_tissue_mass,False,False,True
Triglycerides,Whole blood,Battram-T_triglycerides_fasting,False,False,True
Triglycerides in chylomicrons and extremely large VLDL,Whole blood,Battram-T_triglycerides_in_chylomicrons_and_extremely_large_vldl,False,False,True
Triglycerides in HDL,Whole blood,Battram-T_triglycerides_in_hdl,False,False,True
Triglycerides in IDL,Whole blood,Battram-T_triglycerides_in_idl,False,False,True
Triglycerides in large HDL,Whole blood,Battram-T_triglycerides_in_large_hdl,False,False,True
Triglycerides in large LDL,Whole blood,Battram-T_triglycerides_in_large_ldl,False,False,True
Triglycerides in large VLDL,Whole blood,Battram-T_triglycerides_in_large_vldl,False,False,True
Triglycerides in LDL,Whole blood,Battram-T_triglycerides_in_ldl,False,False,True
Triglycerides in medium HDL,Whole blood,Battram-T_triglycerides_in_medium_hdl,False,False,True
Triglycerides in medium LDL,Whole blood,Battram-T_triglycerides_in_medium_ldl,False,False,True
Triglycerides in medium VLDL,Whole blood,Battram-T_triglycerides_in_medium_vldl,False,False,True
Triglycerides in small HDL,Whole blood,Battram-T_triglycerides_in_small_hdl,False,False,True
Triglycerides in small LDL,Whole blood,Battram-T_triglycerides_in_small_ldl,False,False,True
Triglycerides in small VLDL,Whole blood,Battram-T_triglycerides_in_small_vldl,False,False,True
Triglycerides in very large HDL,Whole blood,Battram-T_triglycerides_in_very_large_hdl,False,False,True
Triglycerides in very large VLDL,Whole blood,Battram-T_triglycerides_in_very_large_vldl,False,False,True
Triglycerides in very small VLDL,Whole blood,Battram-T_triglycerides_in_very_small_vldl,False,False,True
Triglycerides in VLDL,Whole blood,Battram-T_triglycerides_in_vldl,False,False,True
Triglycerides to total lipids ratio in chylomicrons and XXL-VLDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_chylomicrons_and_xxl-vldl,False,False,True
Triglycerides to total lipids ratio in IDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_idl,False,False,True
Triglycerides to total lipids ratio in large HDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_large_hdl,False,False,True
Triglycerides to total lipids ratio in large LDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_large_ldl,False,False,True
Triglycerides to total lipids ratio in large VLDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_large_vldl,False,False,True
Triglycerides to total lipids ratio in medium HDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_medium_hdl,False,False,True
Triglycerides to total lipids ratio in medium LDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_medium_ldl,False,False,True
Triglycerides to total lipids ratio in medium VLDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_medium_vldl,False,False,True
Triglycerides to total lipids ratio in small HDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_small_hdl,False,False,True
Triglycerides to total lipids ratio in small LDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_small_ldl,False,False,True
Triglycerides to total lipids ratio in small VLDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_small_vldl,False,False,True
Triglycerides to total lipids ratio in very large HDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_very_large_hdl,False,False,True
Triglycerides to total lipids ratio in very large VLDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_very_large_vldl,False,False,True
Triglycerides to total lipids ratio in very small VLDL,Whole blood,Battram-T_triglycerides_to_total_lipids_ratio_in_very_small_vldl,False,False,True
Trunk area,Whole blood,Battram-T_trunk_area,False,False,True
Trunk bone mass,Whole blood,Battram-T_trunk_bone_mass,False,False,True
Trunk bone mineral content,Whole blood,Battram-T_trunk_bone_mineral_content,False,False,True
Trunk bone mineral density,Whole blood,Battram-T_trunk_bone_mineral_density,False,False,True
Trunk fat free mass,Whole blood,Battram-T_trunk_fat_free_mass,False,False,True
Trunk fat mass,Whole blood,Battram-T_trunk_fat_mass,False,False,True
Trunk lean mass,Whole blood,Battram-T_trunk_lean_mass,False,False,True
Trunk region fat,Whole blood,Battram-T_trunk_region_fat,False,False,True
Trunk tissue fat,Whole blood,Battram-T_trunk_tissue_fat,False,False,True
Trunk tissue mass,Whole blood,Battram-T_trunk_tissue_mass,False,False,True
Trunk total mass,Whole blood,Battram-T_trunk_total_mass,False,False,True
Tyrosine,Whole blood,Battram-T_tyrosine,False,False,True
Valine,Whole blood,Battram-T_valine,False,False,True
Vitamin D,Whole blood,Battram-T_vitamin_d,False,False,True
VLDL cholesterol,Whole blood,Battram-T_vldl_cholesterol_fasting,False,False,True
Waist circumference,Whole blood,Battram-T_waist_circumference,False,False,True
Weight,Whole blood,Battram-T_weight,False,False,True
maternal pre-pregnancy body mass index,Placenta,Fernandez-Jimenez-N_maternal_pre-pregnancy_body_mass_index_inverse_variance-weighted_fixed_effects_meta-analysis,False,False,False
maternal pre-pregnancy body mass index,Placenta,Fernandez-Jimenez-N_maternal_pre-pregnancy_body_mass_index_inverse_variance-weighted_fixed_effects_meta-analysis_adjusted_by_cellular_heterogeneity,False,False,False
A1BG protein levels (SeqId = 16561-9),Whole blood,Gadd-DA_a1bg_protein_levels__seqid___16561-9__somascan_protein_measurement,False,False,True
A1CF protein levels (SeqId = 12423-38),Whole blood,Gadd-DA_a1cf_protein_levels__seqid___12423-38__somascan_protein_measurement,False,False,True
A2M protein levels (SeqId = 3708-62),Whole blood,Gadd-DA_a2m_protein_levels__seqid___3708-62__somascan_protein_measurement,False,False,True
A2ML1 protein levels (SeqId = 15482-12),Whole blood,Gadd-DA_a2ml1_protein_levels__seqid___15482-12__somascan_protein_measurement,False,False,True
A4GALT protein levels (SeqId = 8759-29),Whole blood,Gadd-DA_a4galt_protein_levels__seqid___8759-29__somascan_protein_measurement,False,False,True
AARS protein levels (SeqId = 12340-17),Whole blood,Gadd-DA_aars_protein_levels__seqid___12340-17__somascan_protein_measurement,False,False,True
AASDHPPT protein levels (SeqId = 17320-19),Whole blood,Gadd-DA_aasdhppt_protein_levels__seqid___17320-19__somascan_protein_measurement,False,False,True
ABCC6 protein levels (SeqId = 8935-22),Whole blood,Gadd-DA_abcc6_protein_levels__seqid___8935-22__somascan_protein_measurement,False,False,True
ABHD10 protein levels (SeqId = 17370-186),Whole blood,Gadd-DA_abhd10_protein_levels__seqid___17370-186__somascan_protein_measurement,False,False,True
ABHD12 protein levels (SeqId = 7825-7),Whole blood,Gadd-DA_abhd12_protein_levels__seqid___7825-7__somascan_protein_measurement,False,False,True
ABHD14B protein levels (SeqId = 19325-21),Whole blood,Gadd-DA_abhd14b_protein_levels__seqid___19325-21__somascan_protein_measurement,False,False,True
ABL1 protein levels (SeqId = 3341-33),Whole blood,Gadd-DA_abl1_protein_levels__seqid___3341-33__somascan_protein_measurement,False,False,True
ABL2 protein levels (SeqId = 3342-76),Whole blood,Gadd-DA_abl2_protein_levels__seqid___3342-76__somascan_protein_measurement,False,False,True
ABL2 protein levels (SeqId = 5261-13),Whole blood,Gadd-DA_abl2_protein_levels__seqid___5261-13__somascan_protein_measurement,False,False,True
ABLIM3 protein levels (SeqId = 13578-98),Whole blood,Gadd-DA_ablim3_protein_levels__seqid___13578-98__somascan_protein_measurement,False,False,True
ABO protein levels (SeqId = 9253-52),Whole blood,Gadd-DA_abo_protein_levels__seqid___9253-52__somascan_protein_measurement,False,False,True
ACAD8 protein levels (SeqId = 11406-82),Whole blood,Gadd-DA_acad8_protein_levels__seqid___11406-82__somascan_protein_measurement,False,False,True
ACADL protein levels (SeqId = 17857-6),Whole blood,Gadd-DA_acadl_protein_levels__seqid___17857-6__somascan_protein_measurement,False,False,True
ACADM protein levels (SeqId = 17333-20),Whole blood,Gadd-DA_acadm_protein_levels__seqid___17333-20__somascan_protein_measurement,False,False,True
ACADS protein levels (SeqId = 17393-13),Whole blood,Gadd-DA_acads_protein_levels__seqid___17393-13__somascan_protein_measurement,False,False,True
ACADSB protein levels (SeqId = 17403-14),Whole blood,Gadd-DA_acadsb_protein_levels__seqid___17403-14__somascan_protein_measurement,False,False,True
ACADVL protein levels (SeqId = 19262-219),Whole blood,Gadd-DA_acadvl_protein_levels__seqid___19262-219__somascan_protein_measurement,False,False,True
ACAN protein levels (SeqId = 3280-49),Whole blood,Gadd-DA_acan_protein_levels__seqid___3280-49__somascan_protein_measurement,False,False,True
ACAP2 protein levels (SeqId = 12343-14),Whole blood,Gadd-DA_acap2_protein_levels__seqid___12343-14__somascan_protein_measurement,False,False,True
ACAT2 protein levels (SeqId = 17341-89),Whole blood,Gadd-DA_acat2_protein_levels__seqid___17341-89__somascan_protein_measurement,False,False,True
ACBD6 protein levels (SeqId = 10075-75),Whole blood,Gadd-DA_acbd6_protein_levels__seqid___10075-75__somascan_protein_measurement,False,False,True
ACBD6 protein levels (SeqId = 19341-36),Whole blood,Gadd-DA_acbd6_protein_levels__seqid___19341-36__somascan_protein_measurement,False,False,True
ACBD7 protein levels (SeqId = 13563-259),Whole blood,Gadd-DA_acbd7_protein_levels__seqid___13563-259__somascan_protein_measurement,False,False,True
ACE protein levels (SeqId = 10714-7),Whole blood,Gadd-DA_ace_protein_levels__seqid___10714-7__somascan_protein_measurement,False,False,True
ACE2 protein levels (SeqId = 2805-6),Whole blood,Gadd-DA_ace2_protein_levels__seqid___2805-6__somascan_protein_measurement,False,False,True
ACHE protein levels (SeqId = 15553-22),Whole blood,Gadd-DA_ache_protein_levels__seqid___15553-22__somascan_protein_measurement,False,False,True
ACLY protein levels (SeqId = 12700-9),Whole blood,Gadd-DA_acly_protein_levels__seqid___12700-9__somascan_protein_measurement,False,False,True
ACOT13 protein levels (SeqId = 17675-17),Whole blood,Gadd-DA_acot13_protein_levels__seqid___17675-17__somascan_protein_measurement,False,False,True
ACOT8 protein levels (SeqId = 17400-71),Whole blood,Gadd-DA_acot8_protein_levels__seqid___17400-71__somascan_protein_measurement,False,False,True
ACP1 protein levels (SeqId = 3858-5),Whole blood,Gadd-DA_acp1_protein_levels__seqid___3858-5__somascan_protein_measurement,False,False,True
ACP5 protein levels (SeqId = 3232-28),Whole blood,Gadd-DA_acp5_protein_levels__seqid___3232-28__somascan_protein_measurement,False,False,True
ACP6 protein levels (SeqId = 5742-14),Whole blood,Gadd-DA_acp6_protein_levels__seqid___5742-14__somascan_protein_measurement,False,False,True
ACPL2 protein levels (SeqId = 6079-59),Whole blood,Gadd-DA_acpl2_protein_levels__seqid___6079-59__somascan_protein_measurement,False,False,True
ACPP protein levels (SeqId = 19317-114),Whole blood,Gadd-DA_acpp_protein_levels__seqid___19317-114__somascan_protein_measurement,False,False,True
ACRV1 protein levels (SeqId = 10507-166),Whole blood,Gadd-DA_acrv1_protein_levels__seqid___10507-166__somascan_protein_measurement,False,False,True
ACRV1 protein levels (SeqId = 15301-24),Whole blood,Gadd-DA_acrv1_protein_levels__seqid___15301-24__somascan_protein_measurement,False,False,True
ACSF2 protein levels (SeqId = 17466-72),Whole blood,Gadd-DA_acsf2_protein_levels__seqid___17466-72__somascan_protein_measurement,False,False,True
ACTN1 protein levels (SeqId = 9843-5),Whole blood,Gadd-DA_actn1_protein_levels__seqid___9843-5__somascan_protein_measurement,False,False,True
ACTN2 protein levels (SeqId = 9844-138),Whole blood,Gadd-DA_actn2_protein_levels__seqid___9844-138__somascan_protein_measurement,False,False,True
ACVR1B protein levels (SeqId = 2806-49),Whole blood,Gadd-DA_acvr1b_protein_levels__seqid___2806-49__somascan_protein_measurement,False,False,True
ACVR2A protein levels (SeqId = 19208-8),Whole blood,Gadd-DA_acvr2a_protein_levels__seqid___19208-8__somascan_protein_measurement,False,False,True
ACVR2B protein levels (SeqId = 9412-52),Whole blood,Gadd-DA_acvr2b_protein_levels__seqid___9412-52__somascan_protein_measurement,False,False,True
ACVRL1 protein levels (SeqId = 16318-12),Whole blood,Gadd-DA_acvrl1_protein_levels__seqid___16318-12__somascan_protein_measurement,False,False,True
ACY1 protein levels (SeqId = 3343-1),Whole blood,Gadd-DA_acy1_protein_levels__seqid___3343-1__somascan_protein_measurement,False,False,True
ACYP2 protein levels (SeqId = 12812-25),Whole blood,Gadd-DA_acyp2_protein_levels__seqid___12812-25__somascan_protein_measurement,False,False,True
ADAM10 protein levels (SeqId = 8405-108),Whole blood,Gadd-DA_adam10_protein_levels__seqid___8405-108__somascan_protein_measurement,False,False,True
ADAM10 protein levels (SeqId = 8654-13),Whole blood,Gadd-DA_adam10_protein_levels__seqid___8654-13__somascan_protein_measurement,False,False,True
ADAM15 protein levels (SeqId = 9956-7),Whole blood,Gadd-DA_adam15_protein_levels__seqid___9956-7__somascan_protein_measurement,False,False,True
ADAM17 protein levels (SeqId = 8882-1),Whole blood,Gadd-DA_adam17_protein_levels__seqid___8882-1__somascan_protein_measurement,False,False,True
ADAM17 protein levels (SeqId = 8959-61),Whole blood,Gadd-DA_adam17_protein_levels__seqid___8959-61__somascan_protein_measurement,False,False,True
ADAM19 protein levels (SeqId = 8948-13),Whole blood,Gadd-DA_adam19_protein_levels__seqid___8948-13__somascan_protein_measurement,False,False,True
ADAM22 protein levels (SeqId = 7933-75),Whole blood,Gadd-DA_adam22_protein_levels__seqid___7933-75__somascan_protein_measurement,False,False,True
ADAM23 protein levels (SeqId = 7049-2),Whole blood,Gadd-DA_adam23_protein_levels__seqid___7049-2__somascan_protein_measurement,False,False,True
ADAM29 protein levels (SeqId = 13549-15),Whole blood,Gadd-DA_adam29_protein_levels__seqid___13549-15__somascan_protein_measurement,False,False,True
ADAM30 protein levels (SeqId = 8520-8),Whole blood,Gadd-DA_adam30_protein_levels__seqid___8520-8__somascan_protein_measurement,False,False,True
ADAM32 protein levels (SeqId = 7827-20),Whole blood,Gadd-DA_adam32_protein_levels__seqid___7827-20__somascan_protein_measurement,False,False,True
ADAM7 protein levels (SeqId = 10753-31),Whole blood,Gadd-DA_adam7_protein_levels__seqid___10753-31__somascan_protein_measurement,False,False,True
ADAM9 protein levels (SeqId = 3795-6),Whole blood,Gadd-DA_adam9_protein_levels__seqid___3795-6__somascan_protein_measurement,False,False,True
ADAMDEC1 protein levels (SeqId = 9115-78),Whole blood,Gadd-DA_adamdec1_protein_levels__seqid___9115-78__somascan_protein_measurement,False,False,True
ADAMTS1 protein levels (SeqId = 3174-2),Whole blood,Gadd-DA_adamts1_protein_levels__seqid___3174-2__somascan_protein_measurement,False,False,True
ADAMTS13 protein levels (SeqId = 3175-51),Whole blood,Gadd-DA_adamts13_protein_levels__seqid___3175-51__somascan_protein_measurement,False,False,True
ADAMTS15 protein levels (SeqId = 4533-76),Whole blood,Gadd-DA_adamts15_protein_levels__seqid___4533-76__somascan_protein_measurement,False,False,True
ADAMTS3 protein levels (SeqId = 8845-2),Whole blood,Gadd-DA_adamts3_protein_levels__seqid___8845-2__somascan_protein_measurement,False,False,True
ADAMTS4 protein levels (SeqId = 2809-25),Whole blood,Gadd-DA_adamts4_protein_levels__seqid___2809-25__somascan_protein_measurement,False,False,True
ADAMTS5 protein levels (SeqId = 3168-8),Whole blood,Gadd-DA_adamts5_protein_levels__seqid___3168-8__somascan_protein_measurement,False,False,True
ADAMTSL1 protein levels (SeqId = 16890-37),Whole blood,Gadd-DA_adamtsl1_protein_levels__seqid___16890-37__somascan_protein_measurement,False,False,True
ADAMTSL2 protein levels (SeqId = 6379-62),Whole blood,Gadd-DA_adamtsl2_protein_levels__seqid___6379-62__somascan_protein_measurement,False,False,True
ADCK4 protein levels (SeqId = 9794-17),Whole blood,Gadd-DA_adck4_protein_levels__seqid___9794-17__somascan_protein_measurement,False,False,True
ADCYAP1 protein levels (SeqId = 8285-64),Whole blood,Gadd-DA_adcyap1_protein_levels__seqid___8285-64__somascan_protein_measurement,False,False,True
ADCYAP1 protein levels (SeqId = 8446-4),Whole blood,Gadd-DA_adcyap1_protein_levels__seqid___8446-4__somascan_protein_measurement,False,False,True
ADGRF1 protein levels (SeqId = 11243-90),Whole blood,Gadd-DA_adgrf1_protein_levels__seqid___11243-90__somascan_protein_measurement,False,False,True
ADGRF5 protein levels (SeqId = 6409-57),Whole blood,Gadd-DA_adgrf5_protein_levels__seqid___6409-57__somascan_protein_measurement,False,False,True
ADGRG5 protein levels (SeqId = 4551-72),Whole blood,Gadd-DA_adgrg5_protein_levels__seqid___4551-72__somascan_protein_measurement,False,False,True
ADH1A protein levels (SeqId = 17396-23),Whole blood,Gadd-DA_adh1a_protein_levels__seqid___17396-23__somascan_protein_measurement,False,False,True
ADH1B protein levels (SeqId = 9834-62),Whole blood,Gadd-DA_adh1b_protein_levels__seqid___9834-62__somascan_protein_measurement,False,False,True
ADH1C protein levels (SeqId = 15525-294),Whole blood,Gadd-DA_adh1c_protein_levels__seqid___15525-294__somascan_protein_measurement,False,False,True
ADH4 protein levels (SeqId = 8325-37),Whole blood,Gadd-DA_adh4_protein_levels__seqid___8325-37__somascan_protein_measurement,False,False,True
ADH5 protein levels (SeqId = 11369-23),Whole blood,Gadd-DA_adh5_protein_levels__seqid___11369-23__somascan_protein_measurement,False,False,True
ADH6 protein levels (SeqId = 18206-18),Whole blood,Gadd-DA_adh6_protein_levels__seqid___18206-18__somascan_protein_measurement,False,False,True
ADH7 protein levels (SeqId = 11377-19),Whole blood,Gadd-DA_adh7_protein_levels__seqid___11377-19__somascan_protein_measurement,False,False,True
ADI1 protein levels (SeqId = 12457-10),Whole blood,Gadd-DA_adi1_protein_levels__seqid___12457-10__somascan_protein_measurement,False,False,True
ADIPOQ protein levels (SeqId = 3554-24),Whole blood,Gadd-DA_adipoq_protein_levels__seqid___3554-24__somascan_protein_measurement,False,False,True
ADK protein levels (SeqId = 19207-119),Whole blood,Gadd-DA_adk_protein_levels__seqid___19207-119__somascan_protein_measurement,False,False,True
ADM protein levels (SeqId = 14115-34),Whole blood,Gadd-DA_adm_protein_levels__seqid___14115-34__somascan_protein_measurement,False,False,True
ADM protein levels (SeqId = 7922-5),Whole blood,Gadd-DA_adm_protein_levels__seqid___7922-5__somascan_protein_measurement,False,False,True
ADM2 protein levels (SeqId = 8100-15),Whole blood,Gadd-DA_adm2_protein_levels__seqid___8100-15__somascan_protein_measurement,False,False,True
ADPRH protein levels (SeqId = 18395-5),Whole blood,Gadd-DA_adprh_protein_levels__seqid___18395-5__somascan_protein_measurement,False,False,True
ADPRHL2 protein levels (SeqId = 17332-3),Whole blood,Gadd-DA_adprhl2_protein_levels__seqid___17332-3__somascan_protein_measurement,False,False,True
ADRBK1 protein levels (SeqId = 3347-9),Whole blood,Gadd-DA_adrbk1_protein_levels__seqid___3347-9__somascan_protein_measurement,False,False,True
ADRM1 protein levels (SeqId = 9057-19),Whole blood,Gadd-DA_adrm1_protein_levels__seqid___9057-19__somascan_protein_measurement,False,False,True
ADSL protein levels (SeqId = 5023-23),Whole blood,Gadd-DA_adsl_protein_levels__seqid___5023-23__somascan_protein_measurement,False,False,True
ADSS protein levels (SeqId = 12644-63),Whole blood,Gadd-DA_adss_protein_levels__seqid___12644-63__somascan_protein_measurement,False,False,True
ADSSL1 protein levels (SeqId = 13998-26),Whole blood,Gadd-DA_adssl1_protein_levels__seqid___13998-26__somascan_protein_measurement,False,False,True
AES protein levels (SeqId = 18396-10),Whole blood,Gadd-DA_aes_protein_levels__seqid___18396-10__somascan_protein_measurement,False,False,True
AFAP1L1 protein levels (SeqId = 9889-42),Whole blood,Gadd-DA_afap1l1_protein_levels__seqid___9889-42__somascan_protein_measurement,False,False,True
AFM protein levels (SeqId = 4763-31),Whole blood,Gadd-DA_afm_protein_levels__seqid___4763-31__somascan_protein_measurement,False,False,True
AFP protein levels (SeqId = 5792-8),Whole blood,Gadd-DA_afp_protein_levels__seqid___5792-8__somascan_protein_measurement,False,False,True
AGA protein levels (SeqId = 10435-2),Whole blood,Gadd-DA_aga_protein_levels__seqid___10435-2__somascan_protein_measurement,False,False,True
AGAP2 protein levels (SeqId = 14291-53),Whole blood,Gadd-DA_agap2_protein_levels__seqid___14291-53__somascan_protein_measurement,False,False,True
