outcome,instrument_set,n_steiger_removed,n_removed_immune,n_snps,mean_F,ivw_beta,ivw_se,ivw_p,ivw_or,ivw_ci_lo,ivw_ci_hi,ivw_re_beta,ivw_re_se,ivw_re_p,cochran_q,cochran_q_p,egger_beta,egger_p,egger_intercept,egger_int_p,wmed_beta,wmed_p
ALLERG_ASTHMA,full,5,0,66,46.455803411430566,1.2345712417627024,0.08464304000004685,0.0,3.4369046035910564,2.911507194522128,4.057112850831948,1.2345712417627024,0.12673548912546634,0.0,145.72274430885594,3.9630747350472006e-08,1.2329836497521345,0.0,0.0009912527774131312,0.8029134828828276,1.4332237762237763,2.727798882329324e-07
ALLERG_ASTHMA,immune_excluded,1,86,12,33.767950769136995,1.2329391255200006,0.19041105290408566,9.47211198365494e-11,3.431299750892668,2.362530905109414,4.983561465804747,1.2329391255200006,0.26399646001621496,3.00779822426378e-06,21.144848742941527,0.03190105636821272,1.2255863087795003,6.100804836206564e-06,0.00377422007146643,0.5141336494953392,0.9122422680412372,0.11085661582464756
ALLERG_RHINITIS,full,1,0,70,45.8320816793155,0.5256676234344337,0.07484449468671586,2.16426876420428e-12,1.691587815141615,1.4607827378136453,1.9588603166397944,0.5256676234344337,0.09070431854422994,6.815935593706968e-09,101.34102655487466,0.006812566046095592,0.5303999209732194,5.076566722550524e-09,-0.0028488195400174473,0.2976515222156703,0.6320320641282565,2.9001607182443934e-07
ALLERG_RHINITIS,immune_excluded,0,86,13,33.5879480575745,0.9823047529820976,0.16832170103629973,5.350834220152478e-09,2.670604237482761,1.9201325477646456,3.7143930514400503,0.9823047529820976,0.20138509604128843,1.0730658244195723e-06,17.17733067303289,0.14304760756996415,0.9800594947202778,3.0070219043665247e-06,-0.0011325264299740716,0.7964827992127341,0.8542989690721648,0.005790542500843099
L12_ATOPIC,full,0,0,71,45.626633111988234,0.37628386365900324,0.053993265705615495,3.1898927943529998e-12,1.4568606248683944,1.3105633237034284,1.619488995231659,0.37628386365900324,0.11064476438822754,0.0006718197162809414,293.9548193350521,0.0,0.36677503042223886,0.0009041815179171575,0.004031120026160825,0.22340128910125434,0.33184921465968586,0.033297301626616704
L12_ATOPIC,immune_excluded,0,86,13,33.5879480575745,0.4704160556243372,0.12255972963589613,0.00012390945771101336,1.600660018300886,1.2588504780484966,2.0352794385548054,0.4704160556243372,0.19576899273288265,0.016265011529790874,30.617763926468676,0.0022522250334063854,0.4673236293578537,0.02156419371514029,-0.001547750458925197,0.7164816735823083,0.41718951612903227,0.10993615939007229
