trait,n_snps,h2,h2_se,intercept,mean_chi2,lambda_gc
ADULT_ONSET_ASTHMA,1165799,0.039239331453765805,0.0034390243048111604,1.031652399397501,1.2848036605770248,1.2014908222172767
CHILD_ONSET_ASTHMA,1165832,0.06693134594358828,0.009729386703957964,1.0282200684029748,1.4457251891528278,1.241087262367308
Frailty,1168664,0.11084777654924406,0.005337449159583173,1.017248302478022,1.3997523109722234,1.329721223818186
GrimAge,1175366,0.10451458977535343,0.017717614389813847,1.0142382772633398,1.0751721531148744,1.072745020366781
Hannum,1175315,0.1189965445617679,0.024952146811927197,1.011000002380377,1.0801995852976018,1.049011751552148
IEAA,1175374,0.1639275075443605,0.025892039697555692,0.9996845143252803,1.094745293994269,1.0637348001428908
PhenoAge,1175371,0.0965436809364225,0.019548370526330527,1.0188176077634274,1.0741146793335423,1.057489895336982
