protein,source,n_snp,ivw_or,ivw_p,direction_stable_under_LOO,single_snp_dominance,loo_min_or,cochran_q,q_p,i2,per_snp_f_min,per_snp_f_max
IL18,AholaOlli_Luminex_2017,3,1.1641407249232432,7.771671009881564e-09,True,0.5290646984889268,1.1513459551335445,1.1084440836101002,1.1490380783625826,0.0,27.23160258950984,92.7894347107438
IL18,SCALLOP_Olink_Folkersen2020,3,1.1907366814136648,7.000999455973844e-09,True,0.49776173413655334,1.1689259307305377,0.9053360950864937,1.2718583937044283,0.0,172.17363961918073,330.9367361111111
TNFSF14,AGES_SomaScan_Gudjonsson2022,3,1.2002113774650207,0.00023383028697142145,True,0.7100174054895236,1.157852981638114,29.383743004763225,8.32590159029115e-07,0.9319351520439111,0.4138278428693804,54.6402487571427
TNFSF14,INTERVAL_SomaScan_Sun2018,3,1.0482764739895991,0.4175981504495637,False,0.5960201557776057,0.41286877105014247,42.26428585229281,1.3287917774681869e-09,0.9526787224800226,0.211149768939676,18.935540393053625
